timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2439268.340198,-0.124067,1.224521,1.499452,-0.072919,-1.445193,3.952550,0.042969,1.499452,0.248678,3.843213,0.256036,0.464275,0.121412,0.151603,0.034724,0.249050,0.451608,0.118099,0.147467,0.033776,1.028050,4.252181,-0.133920,1.215684,1.477888,-0.057836,-1.437151,3.971351,0.042969,1.477888,0.249542,3.810253,0.249173,0.462731,0.122194,0.151940,0.035119,0.244010,0.453144,0.119662,0.148792,0.034391,1.021157,4.263896,0.085423,0.931312,0.867341,-0.289838,-0.988510,3.785032,0.062500,0.867341,0.314466,3.117645,0.076597,0.570907,0.042370,0.103965,0.035181,0.092395,0.688652,0.051109,0.125407,0.042437,0.829021,3.597712,-0.174710,1.155291,1.334697,0.052357,-1.430806,3.797195,0.046875,1.334697,0.164285,4.115813,0.632174,0.413764,0.070230,0.096674,0.003308,0.519816,0.340225,0.057748,0.079492,0.002720,1.216148,3.416034
2439269.656772,0.017779,0.999861,0.999723,0.175779,-1.202552,3.948107,0.066406,0.999723,0.231866,2.485064,0.091785,0.528244,0.366221,0.057575,0.004828,0.087526,0.503736,0.349230,0.054904,0.004604,1.048653,3.452079,0.005589,0.993556,0.987154,0.161940,-1.205461,3.957105,0.066406,0.987154,0.232491,2.485873,0.089644,0.517557,0.358735,0.056565,0.004670,0.087273,0.503866,0.349246,0.055069,0.004547,1.027172,3.451828,-0.104527,1.039359,1.080268,-0.073328,-1.358590,3.807718,0.062500,1.080268,0.255746,2.774759,0.058588,0.546819,0.365861,0.044529,0.004922,0.057399,0.535719,0.358435,0.043625,0.004822,1.020719,3.387076,-0.022972,1.042159,1.086094,-0.214881,-1.194991,3.805165,0.062500,1.086094,0.217969,2.645077,0.223105,0.547649,0.196672,0.042077,0.003623,0.220215,0.540554,0.194124,0.041532,0.003576,1.013126,3.534584
2439270.727377,0.061133,0.943246,0.889714,0.011051,-1.277137,3.828239,0.062500,0.889714,0.226572,2.718293,0.210513,0.148662,0.345250,0.049051,0.004682,0.277664,0.196083,0.455380,0.064698,0.006175,0.758158,3.558588,0.017694,0.981502,0.963345,-0.081969,-1.192075,3.958710,0.062500,0.963345,0.221296,2.762412,0.212625,0.148019,0.350270,0.048837,0.004665,0.278153,0.193637,0.458219,0.063888,0.006103,0.764416,3.572886,-0.145597,0.874233,0.764283,0.053980,-1.068345,3.470105,0.054688,0.764283,0.213409,3.006445,0.166631,0.107587,0.296324,0.082964,0.006151,0.252603,0.163095,0.449209,0.125769,0.009324,0.659657,3.493669,-0.089323,0.923572,0.852985,-0.021101,-0.967007,3.744851,0.054688,0.852985,0.206977,2.827248,0.243817,0.170302,0.355893,0.059211,0.003957,0.292634,0.204400,0.427151,0.071066,0.004749,0.833180,3.605120
2439272.049047,0.115896,0.986673,0.973523,-0.346885,-1.217298,3.834452,0.058594,0.973523,0.294454,2.864549,0.299264,0.239774,0.357372,0.098776,0.015648,0.296057,0.237205,0.353541,0.097717,0.015480,1.010834,3.939196,0.103185,0.984196,0.968642,-0.338485,-1.211644,3.811811,0.058594,0.968642,0.294185,2.871944,0.293892,0.232374,0.362018,0.098964,0.015851,0.292984,0.231657,0.360899,0.098658,0.015802,1.003098,3.944161,0.004049,1.042531,1.086871,-0.103637,-1.190294,3.834343,0.066406,1.086871,0.225765,2.850389,0.328829,0.170293,0.481831,0.063362,0.005237,0.313304,0.162253,0.459083,0.060370,0.004989,1.049551,3.558779,0.015195,0.856981,0.734416,0.343966,-0.944297,3.610627,0.050781,0.734416,0.260630,2.962505,0.193160,0.137425,0.314858,0.073304,0.007662,0.265910,0.189184,0.433445,0.100913,0.010548,0.726409,3.840657
2439273.167128,-0.081975,1.012838,1.025842,-0.057355,-1.172067,3.706581,0.058594,1.025842,0.199196,2.860140,0.201834,0.538513,0.332891,0.029071,0.002908,0.182620,0.487247,0.301199,0.026303,0.002631,1.105217,3.291933,-0.095254,1.011978,1.024099,-0.061054,-1.186999,3.697946,0.058594,1.024099,0.199959,2.854906,0.198451,0.532938,0.335298,0.029180,0.002909,0.180611,0.485029,0.305156,0.026557,0.002647,1.098776,3.292809,0.023312,1.029192,1.059237,0.119969,-1.265627,3.879828,0.062500,1.059237,0.239152,2.495348,0.127358,0.464350,0.445454,0.102245,0.003188,0.111464,0.406400,0.389861,0.089485,0.002791,1.142595,3.665297,0.235547,0.952042,0.906384,-0.302486,-1.085879,3.787242,0.062500,0.906384,0.237044,2.631803,0.116957,0.449517,0.331634,0.045854,0.005535,0.123178,0.473426,0.349273,0.048293,0.005830,0.949498,3.451336
2439274.366576,0.027725,1.018792,1.037936,0.096930,-0.858224,3.996959,0.070312,1.037936,0.228496,2.873236,0.530195,0.176125,0.250605,0.125894,0.004424,0.487651,0.161992,0.230496,0.115792,0.004069,1.087243,3.643665,0.012896,1.018818,1.037991,0.096711,-0.855928,4.037847,0.070312,1.037991,0.227886,2.877548,0.532383,0.177934,0.248628,0.124434,0.004396,0.489424,0.163576,0.228566,0.114393,0.004041,1.087775,3.640721,-0.052975,1.013995,1.028186,-0.235342,-1.269170,3.793597,0.054688,1.028186,0.243517,2.810752,0.181422,0.325728,0.258183,0.064811,0.008166,0.216414,0.388553,0.307981,0.077311,0.009741,0.838310,3.410034,-0.132656,0.950430,0.903317,0.375387,-0.999180,3.748922,0.058594,0.903317,0.242405,2.892034,0.253775,0.344349,0.253111,0.062210,0.007266,0.275629,0.374003,0.274909,0.067567,0.007892,0.920710,3.446988
2439275.620543,-0.064443,0.943801,0.890760,-0.241194,-0.960092,3.825570,0.062500,0.890760,0.207457,2.933371,0.222504,0.223459,0.338274,0.041556,0.004633,0.267940,0.269090,0.407351,0.050041,0.005579,0.830425,3.595235,-0.043534,0.898647,0.807566,-0.187890,-0.963154,3.801945,0.062500,0.807566,0.210236,2.858244,0.121301,0.166400,0.315202,0.033471,0.003375,0.189608,0.260102,0.492695,0.052319,0.005276,0.639749,3.480233,-0.018047,1.026568,1.053841,-0.145255,-1.073309,3.709585,0.062500,1.053841,0.246073,3.198003,0.010325,0.327574,0.466546,0.045080,0.003988,0.012097,0.383795,0.546619,0.052817,0.004672,0.853512,2.745693,0.171241,1.040220,1.082058,-0.111936,-1.228392,3.834133,0.062500,1.082058,0.215416,2.676268,0.064650,0.295042,0.508651,0.049017,0.005912,0.070023,0.319561,0.550922,0.053090,0.006404,0.923273,3.047546
2439276.905475,0.118642,0.922277,0.850595,-0.160785,-1.019417,3.884468,0.066406,0.850595,0.219068,2.756707,0.371865,0.217693,0.319179,0.056535,0.004635,0.383403,0.224447,0.329082,0.058289,0.004779,0.969907,3.556063,0.109359,0.920376,0.847092,-0.158371,-0.999478,3.937703,0.066406,0.847092,0.219205,2.751467,0.364812,0.218114,0.321057,0.055690,0.004606,0.378326,0.226194,0.332951,0.057753,0.004776,0.964279,3.554768,-0.123659,0.932878,0.870262,0.172818,-0.957102,3.690032,0.074219,0.870262,0.278345,2.833758,0.131897,0.208602,0.552196,0.066582,0.005597,0.136698,0.216196,0.572298,0.069006,0.005801,0.964874,3.339589,0.148574,0.992451,0.984960,-0.124893,-1.164760,3.823060,0.058594,0.984960,0.245828,3.010750,0.139410,0.201591,0.504238,0.050157,0.004000,0.155004,0.224140,0.560641,0.055767,0.004448,0.899396,3.286387
2439278.161094,-0.021224,0.907554,0.823654,0.043737,-0.980305,3.841787,0.046875,0.823654,0.234508,3.139912,0.224652,0.219191,0.089508,0.073418,0.007650,0.365632,0.356745,0.145679,0.119492,0.012451,0.614420,3.638765,0.086049,0.941400,0.886235,-0.139121,-0.969023,4.027587,0.054688,0.886235,0.245514,2.982550,0.195272,0.335861,0.168332,0.131059,0.010949,0.232060,0.399134,0.200045,0.155750,0.013012,0.841473,3.892140,0.111604,1.049854,1.102193,-0.080194,-1.115682,3.890545,0.062500,1.102193,0.228217,2.665353,0.280878,0.280087,0.273405,0.137014,0.003801,0.288026,0.287214,0.280362,0.140500,0.003898,0.975186,3.717564,0.036042,0.921951,0.849994,0.065154,-0.976713,3.778635,0.070312,0.849994,0.247487,2.478052,0.055551,0.316767,0.306825,0.084163,0.003212,0.072472,0.413254,0.400284,0.109799,0.004190,0.766518,3.206810
2439279.382953,-0.049467,0.971289,0.943402,-0.420956,-0.795277,3.754947,0.058594,0.943402,0.224967,2.898705,0.214165,0.528641,0.254931,0.096104,0.004693,0.194955,0.481224,0.232065,0.087484,0.004272,1.098534,3.660601,-0.062063,0.965818,0.932804,-0.410488,-0.800270,3.731092,0.058594,0.932804,0.227075,2.885255,0.208513,0.529446,0.252016,0.096800,0.004783,0.191023,0.485037,0.230877,0.088681,0.004382,1.091559,3.672830,0.220416,0.981920,0.964167,-0.328678,-1.070507,3.716285,0.050781,0.964167,0.180773,3.222255,0.141732,0.506639,0.109560,0.045224,0.003286,0.175750,0.628241,0.135856,0.056078,0.004074,0.806441,3.411425,-0.186938,1.030149,1.061206,0.271117,-1.138316,3.797969,0.050781,1.061206,0.194736,3.075732,0.082342,0.764539,0.156487,0.033721,0.003812,0.079106,0.734497,0.150338,0.032396,0.003662,1.040901,3.031270
