timestamp,ch_1,ch_2,ch_3,ch_4
2444499.808233,1450.000000,1450.000000,372.877380,1051.898315
2444499.813075,1013.575073,1165.540527,495.547211,826.561096
2444499.817918,28.941586,162.320694,910.642151,238.347672
2444499.822761,0.000000,0.000000,1058.536255,167.985107
2444499.827604,936.043457,780.272217,779.210144,983.925415
2444499.832446,1450.000000,1450.000000,403.323578,1076.237549
2444499.837289,1134.209229,1283.165527,456.427399,857.361267
2444499.842132,129.750351,285.256042,882.939636,347.741547
2444499.846975,0.000000,0.000000,1111.551636,152.053955
2444499.851817,778.059570,638.662048,878.248779,957.727539
2444499.856660,1450.000000,1450.000000,455.807861,1102.700928
2444499.861503,1262.277954,1387.160522,420.759308,888.781067
2444499.860482,247.906372,421.024841,813.196594,446.603180
2444499.865316,0.000000,0.000000,1077.830688,31.773790
2444499.870151,655.478210,526.170410,919.227234,805.673584
2444499.874985,1450.000000,1408.401978,426.158203,1056.943115
2444499.879819,1373.265015,1450.000000,397.393646,902.234009
2444499.884653,389.693573,1297.946045,1095.089478,945.602173
2444499.889488,0.000000,214.185440,526.258911,29.649637
2444499.894322,489.174744,173.295486,319.242493,519.089905
2444499.899156,1450.000000,1355.563721,521.214050,1160.584106
2444499.903990,1450.000000,1450.000000,334.377106,972.596619
2444499.908825,501.831177,662.558777,693.093445,636.803406
2444499.913659,0.000000,0.000000,1066.236328,23.188671
2444499.914819,981.889771,824.525391,797.088440,1015.876221
2444499.919647,1450.000000,1450.000000,401.553436,1039.418945
2444499.924475,1080.839844,1230.327148,491.210388,834.349609
2444499.929303,82.310928,226.310806,915.421448,301.806763
2444499.934131,0.000000,0.000000,1095.266479,149.044739
2444499.938959,846.209473,684.331299,826.826599,969.941406
2444499.943787,1450.000000,1450.000000,429.167419,1091.549194
2444499.948615,1213.422485,1341.402710,424.211060,884.355713
2444499.953443,200.732468,355.087585,816.028809,393.676361
2444499.958271,0.000000,0.000000,1076.768555,49.652077
2444499.963099,701.059021,547.323425,891.082214,852.316406
2444499.967927,1450.000000,1450.000000,482.802307,1101.904419
2444499.971238,1323.081909,1438.848145,413.944336,896.481079
2444499.976064,320.393097,497.936890,795.495300,500.769073
2444499.980890,0.000000,0.000000,1105.710205,44.784229
2444499.985716,551.837280,408.102905,961.887329,763.987061
2444499.987122,1450.000000,1380.168457,537.499207,1121.464355
2444499.991942,1428.315918,1450.000000,398.721222,927.281311
2444499.996762,459.171082,643.529846,743.630615,592.461670
2444500.001582,0.000000,0.000000,1093.053711,61.600441
2444500.006402,422.352448,276.847961,1005.786499,660.434570
2444500.011222,1398.400757,1276.881470,572.105225,1127.482788
2444500.016042,1450.000000,1450.000000,348.892151,953.833252
2444500.020862,614.853821,783.458435,636.360840,657.690918
2444500.025682,0.000000,0.000000,1019.239441,57.529144
2444500.030502,284.902039,153.735580,1005.609497,503.424286
2444500.035322,1295.025269,1156.424316,621.934326,1101.727417
2444500.040142,1450.000000,1450.000000,363.672699,970.472412
2444500.042698,742.568542,923.741089,603.790527,713.007385
2444500.047515,0.000000,0.000000,1011.450867,119.395103
2444500.052333,153.027527,47.085392,1068.094971,408.722443
2444500.057151,1161.646240,1027.736084,718.848816,1094.027344
2444500.061968,1450.000000,1450.000000,401.464935,1042.339600
2444500.066786,886.302856,1062.342041,564.936218,811.514954
2444500.071603,0.000000,72.929253,970.472412,182.057617
2444500.076421,53.192333,0.000000,1071.104248,260.916809
2444500.081319,1284.316040,1405.392822,443.239929,892.586853
2444500.086136,273.484711,448.638824,823.994385,471.030945
2444500.090954,0.000000,0.000000,1093.230835,33.897942
2444500.095771,619.721680,463.065369,909.580078,760.181274
2444500.100589,1450.000000,1418.049194,474.482697,1067.475464
2444500.105406,1390.700684,1450.000000,363.230164,876.213135
2444500.110224,410.758087,583.522522,725.840820,554.403931
2444500.115042,0.000000,0.000000,1053.314453,74.876396
2444500.119859,465.809082,322.782776,947.283752,739.913330
2444500.124677,1431.856201,1315.558838,522.541687,1116.596436
2444500.129494,1450.000000,1450.000000,330.925354,914.624939
2444500.134312,548.651062,724.336182,657.602417,621.137756
2444500.137675,0.000000,0.000000,1046.587891,2.920711
2444500.142491,344.643829,208.255508,1013.309509,483.244812
2444500.147306,1342.995728,1213.245483,612.552673,1044.994751
2444500.152122,1450.000000,1450.000000,367.035950,897.543152
2444500.156937,686.721008,864.530273,618.217041,685.481873
2444500.161752,0.000000,0.000000,1002.688782,137.184891
2444500.166568,203.830185,85.851189,1013.929077,511.124329
2444500.171383,1216.343140,1076.680054,621.934326,1125.624146
2444500.175554,1450.000000,1450.000000,324.995422,1094.027344
2444500.180368,828.862244,1001.184143,538.384277,890.197144
2444500.185183,0.000000,26.374901,963.922974,149.487274
2444500.186929,104.172005,0.000000,1056.677612,217.194656
2444500.191739,1108.188354,957.284973,724.690247,959.763184
2444500.196549,1450.000000,1450.000000,389.693573,884.267212
2444500.201359,977.198914,1139.608154,531.480774,716.016602
2444500.206169,6.992004,140.194107,945.159607,238.790207
2444500.210980,0.000000,0.000000,1071.281250,206.042847
2444500.215790,955.957397,803.283875,753.277771,1002.600281
2444500.220600,1450.000000,1450.000000,372.523346,1169.434814
2444500.225410,1093.319336,1252.188232,455.984863,1077.122681
2444500.230220,93.816757,250.738571,883.470642,441.823853
