timestamp,CH1,CH2,CH3,CH4
2252331.400230,1.684547,1.671530,0.485107,-1.248950
2252331.405130,1.684547,1.671530,0.485107,-1.248950
2252331.410030,1.684547,1.671530,0.485107,-1.248950
2252331.414931,1.684547,1.671530,0.485107,-1.248950
2252331.419831,1.684547,1.671530,0.458149,-1.248950
2252331.424731,1.684547,1.671530,0.431190,-1.248950
2252331.429632,1.107053,1.102954,0.404232,-0.064433
2252331.434532,0.529558,0.534378,0.377273,-0.134342
2252331.436465,-0.047936,-0.034197,0.350314,-0.204251
2252331.441361,-0.625431,-0.602773,0.323356,-0.274160
2252331.446257,-1.202925,-1.171349,0.296397,-0.344069
2252331.451154,-1.018509,-0.988373,0.269438,-0.320986
2252331.456050,-0.834093,-0.805397,0.242480,-0.297902
2252331.460946,-0.649677,-0.622421,0.215521,-0.274819
2252331.465843,-0.465261,-0.439445,0.188563,-0.251735
2252331.470739,-0.280846,-0.256470,0.161604,-0.228652
2252331.475636,-0.096430,-0.073494,0.134645,-0.205568
2252331.480532,0.087986,0.109482,0.107687,-0.182485
2252331.485428,0.272402,0.292458,0.080728,-0.159401
2252331.490325,0.456818,0.475434,0.053770,-0.109021
2252331.492286,0.641234,0.658410,0.026811,-0.058641
2252331.497178,0.825650,0.841386,-0.257654,-0.008260
2252331.502070,1.010066,1.024361,-0.542119,0.042120
2252331.506963,1.194482,1.207337,-0.964294,0.092501
2252331.511855,1.378898,1.390313,-1.386468,0.142881
2252331.516748,1.563314,1.573289,-1.808643,0.193261
2252331.521640,1.747729,1.756265,-1.799515,0.243642
2252331.526532,1.932145,1.939241,-1.790388,0.294022
2252331.531425,1.158121,1.170225,-1.781260,0.344403
2252331.536317,0.384097,0.401209,-1.772132,0.394783
2252331.541210,-0.389928,-0.367807,-1.763004,0.445163
2252331.546102,-1.163952,-1.136823,-1.753877,0.495544
2252331.548189,-1.937976,-1.905840,-1.744749,0.545924
2252331.553078,1.933188,1.914155,-1.735621,-1.490464
2252331.557966,0.978025,0.962665,-1.726494,-1.507264
2252331.562855,0.022862,0.011174,-1.717366,-1.524063
2252331.567743,-0.932301,-0.940317,-1.708238,-1.540863
2252331.572632,-1.552384,-1.555901,-1.699111,-1.557663
2252331.577521,-1.488564,-1.490791,-1.689983,-1.574463
2252331.582409,-1.424744,-1.425681,-1.680855,-1.591263
2252331.587298,-1.360923,-1.360571,-1.671728,-1.608063
2252331.592186,-1.297103,-1.295462,-1.662600,-1.624863
2252331.597075,-1.233283,-1.230352,-0.645172,-1.641663
2252331.601963,-1.169463,-1.165242,0.372257,-1.658462
2252331.604111,-1.105642,-1.100132,1.389686,-1.675262
2252331.608995,-1.041822,-1.035022,1.138962,-1.692062
2252331.613880,-0.978002,-0.969913,0.888238,-1.708862
2252331.618765,-0.914182,-0.904803,0.542457,-1.725662
2252331.623650,-0.850361,-0.839693,0.196676,-1.742462
2252331.628535,-0.786541,-0.774583,-0.149104,-1.759262
2252331.633419,-0.722721,-0.709473,-0.414790,-1.776061
2252331.638304,-0.658901,-0.644364,-0.680476,-1.792861
2252331.643189,-0.595080,-0.579254,-0.946162,-1.809661
2252331.648074,-0.531260,-0.514144,-1.211848,-1.826461
2252331.652959,-0.467440,-0.449034,-1.477534,-1.843261
2252331.657844,-0.403620,-0.383924,-1.480006,-1.860061
2252331.660148,-0.339800,-0.318815,-1.482478,-1.876861
2252331.665030,-0.275979,-0.253705,-1.484949,-1.893660
2252331.669911,-0.212159,-0.188595,-1.487421,-1.910460
2252331.674792,-0.148339,-0.123485,-1.489893,-1.927260
2252331.679673,-0.084519,-0.058375,-1.492364,-1.944060
2252331.684555,-0.020698,0.006734,-1.494836,-1.960860
2252331.689436,-0.046983,-0.051134,-1.497308,-1.581657
2252331.694317,-0.073267,-0.109003,-1.499779,-1.202454
2252331.699198,-0.669378,-0.681297,-1.502251,-0.823251
2252331.704080,-1.265489,-1.253592,-1.504723,-0.444048
2252331.708961,-1.861600,-1.825886,-1.507194,-0.064845
2252331.713842,-1.567689,-1.535705,-1.509666,0.219829
2252331.718298,-1.273779,-1.245524,-1.512138,0.504504
2252331.723179,-0.979868,-0.955343,-1.514609,0.754263
2252331.726825,-0.685958,-0.665163,-1.517081,1.004021
2252331.731703,-0.392047,-0.374982,-1.519553,1.253780
2252331.736582,-0.098137,-0.084801,-1.522024,0.213465
2252331.741461,0.195774,0.205380,-1.524496,-0.826849
2252331.746340,0.489684,0.495561,-1.526968,-1.202869
2252331.751219,0.783595,0.785742,-1.529439,-1.578889
2252331.753814,1.077505,1.075923,-1.531911,-1.954909
2252331.758690,0.012923,0.007563,-1.534383,-1.495208
2252331.763566,-1.051658,-1.060797,-1.536854,-1.035507
2252331.768441,-0.368731,-0.371932,-1.539326,-0.575806
2252331.773317,0.314196,0.316933,-1.541798,-0.116105
2252331.778193,0.997124,1.005798,-1.544269,0.343596
2252331.783069,1.042878,1.033446,-1.546741,0.803297
2252331.787945,1.088633,1.061094,-1.549213,1.262998
2252331.792820,0.489182,0.479614,-1.551684,0.356857
2252331.797696,-0.110268,-0.101866,-1.554156,-0.549284
2252331.802572,-0.709719,-0.683347,-1.556627,-1.455426
2252331.807448,-0.737183,-0.712462,-1.559099,-1.187935
2252331.811572,-0.764646,-0.741578,-1.561571,-0.920445
2252331.816447,-0.792110,-0.770693,-1.564042,-0.522195
2252331.821321,-0.819574,-0.799809,-1.566514,-0.123945
2252331.826196,-0.847038,-0.828925,-1.568986,0.274306
2252331.828964,-0.874502,-0.858040,-1.571457,0.551008
2252331.833836,-0.901966,-0.887156,-1.178171,0.827710
2252331.838708,-0.929430,-0.916271,-0.784885,1.104412
2252331.843580,-0.956894,-0.945387,-0.391599,1.381114
2252331.848451,-0.984358,-0.974503,0.001687,1.657816
2252331.853323,-1.011821,-1.003618,0.394973,1.530346
2252331.858195,-1.039285,-1.032734,0.309073,1.402876
2252331.863067,-1.066749,-1.061849,0.223173,1.275405
2252331.867938,-1.094213,-1.090965,0.137274,1.147935
2252331.872810,-1.121677,-1.120081,0.051374,1.020465
2252331.877682,-1.149141,-1.149196,-0.034526,0.892994
2252331.882554,-1.176605,-1.178312,-0.120425,0.765524
2252331.886725,-1.204069,-1.207427,-0.206325,0.638054
2252331.891596,-0.568783,-0.565861,-0.292224,0.510583
2252331.896467,0.066502,0.075704,-0.378124,0.383113
