timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2447561.417003,0.064369,1.009592,1.019276,0.054192,-1.154518,3.922941,0.074219,1.019276,0.397662,4.014571,0.086932,0.731154,0.246162,0.055394,0.003992,0.077367,0.650705,0.219077,0.049299,0.003552,1.123633,2.984720,-0.056071,0.979237,0.958904,-0.078417,-1.180718,3.697293,0.062500,0.958904,0.289944,3.350606,0.241712,0.498250,0.101611,0.118326,0.008951,0.249483,0.514270,0.104878,0.122130,0.009238,0.968849,3.655193,-0.037981,1.094965,1.198948,0.163325,-1.236916,4.195878,0.054688,1.198948,0.238296,3.844396,0.233826,0.692005,0.185010,0.046514,0.004144,0.201314,0.595786,0.159286,0.040046,0.003568,1.161498,3.057497,0.008952,0.856031,0.732789,-0.152202,-0.536446,3.772618,0.066406,0.732789,0.253281,2.762545,0.099680,0.540175,0.127937,0.065231,0.003277,0.119192,0.645911,0.152980,0.077999,0.003919,0.836300,3.264165
2447562.728456,0.140867,1.031636,1.064274,-0.034493,-1.087297,3.661684,0.066406,1.064274,0.220549,2.727304,0.112047,0.760842,0.228859,0.041010,0.004973,0.097625,0.662910,0.199401,0.035732,0.004333,1.147730,2.727410,0.022193,0.877495,0.769997,0.010100,-0.913609,4.080786,0.066406,0.769997,0.233609,2.682874,0.061513,0.327158,0.226033,0.078523,0.004404,0.088174,0.468957,0.324000,0.112556,0.006313,0.697631,3.516564,0.027658,0.925819,0.857141,0.031849,-0.917176,3.932253,0.066406,0.857141,0.242906,2.706141,0.080297,0.458240,0.267577,0.076522,0.007240,0.090234,0.514948,0.300690,0.085992,0.008136,0.889876,3.268765,0.215407,0.982177,0.964671,-0.092446,-1.107195,3.843770,0.070312,0.964671,0.223326,2.662821,0.008236,0.900248,0.261068,0.029944,0.004507,0.006840,0.747712,0.216833,0.024870,0.003743,1.204003,2.082175
2447563.991905,0.123160,1.047811,1.097908,-0.253662,-1.160495,4.039873,0.062500,1.097908,0.235819,2.771300,0.197783,0.284135,0.489130,0.120935,0.009688,0.179531,0.257913,0.443989,0.109774,0.008793,1.101670,3.674991,0.250073,0.983056,0.966400,-0.098751,-1.219764,3.669797,0.058594,0.966400,0.233647,3.126037,0.415483,0.160697,0.263156,0.085394,0.004669,0.447044,0.172904,0.283147,0.091881,0.005023,0.929399,3.423736,-0.057857,0.994272,0.988576,-0.076164,-1.105919,3.956459,0.066406,0.988576,0.246263,2.844012,0.117046,0.242319,0.578515,0.057839,0.008617,0.116540,0.241273,0.576017,0.057589,0.008580,1.004336,3.521744,0.216707,1.077644,1.161317,-0.026378,-1.147279,3.948446,0.078125,1.161317,0.325153,4.484483,0.206413,0.361184,0.255143,0.097489,0.017915,0.220023,0.384998,0.271966,0.103917,0.019096,0.938144,3.940434
2447565.154315,-0.006412,0.989972,0.980044,0.349099,-1.031454,3.985499,0.066406,0.980044,0.255087,2.467228,0.097017,0.269916,0.433806,0.089886,0.007038,0.108077,0.300688,0.483262,0.100133,0.007840,0.897662,3.653088,0.047456,1.002251,1.004507,-0.402973,-0.943132,4.043488,0.046875,1.004507,0.199191,3.209046,0.431728,0.084636,0.200737,0.042173,0.004343,0.565372,0.110835,0.262877,0.055228,0.005687,0.763617,3.157570,-0.073919,0.918418,0.843491,0.279055,-1.025177,3.793524,0.062500,0.843491,0.223543,2.725210,0.092179,0.153119,0.304952,0.059158,0.004034,0.150265,0.249606,0.497116,0.096436,0.006577,0.613441,3.684208,-0.032937,1.021273,1.043000,0.084450,-1.123102,4.044070,0.078125,1.043000,0.254807,2.444316,0.135888,0.191159,0.416114,0.180153,0.005134,0.146360,0.205891,0.448183,0.194036,0.005530,0.928447,3.858513
2447566.233196,0.009837,1.021557,1.043578,-0.073090,-0.944674,4.112058,0.066406,1.043578,0.239986,2.928829,0.241369,0.206471,0.491802,0.123952,0.019737,0.222802,0.190589,0.453972,0.114418,0.018219,1.083332,3.994296,0.053689,0.972383,0.945529,-0.110917,-1.035764,4.018536,0.050781,0.945529,0.206335,2.962681,0.272751,0.243906,0.178224,0.039688,0.003038,0.369779,0.330672,0.241624,0.053807,0.004119,0.737607,3.366060,-0.008549,1.060781,1.125256,0.107196,-1.034089,3.812808,0.039062,1.125256,0.192726,2.959226,0.346856,0.394422,0.218731,0.025484,0.002716,0.350994,0.399129,0.221341,0.025788,0.002748,0.988209,3.170893,0.031520,0.999654,0.999309,-0.452241,-1.140461,3.642094,0.039062,0.999309,0.199410,3.192632,0.396847,0.360778,0.248583,0.047390,0.003522,0.375404,0.341284,0.235151,0.044829,0.003331,1.057120,3.501206
2447567.334278,-0.149396,0.937190,0.878325,0.292412,-0.837369,3.924466,0.062500,0.878325,0.273771,3.115265,0.267371,0.061478,0.313373,0.114305,0.019755,0.344425,0.079195,0.403685,0.147247,0.025448,0.776282,3.995224,-0.072397,1.091407,1.191168,-0.040189,-1.198055,3.939556,0.054688,1.191168,0.199259,3.023803,0.535528,0.345792,0.324494,0.061603,0.005531,0.420699,0.271646,0.254916,0.048394,0.004345,1.272948,3.430013,0.040692,0.930155,0.865189,0.383305,-1.116647,3.353451,0.062500,0.865189,0.216668,3.066049,0.379709,0.148485,0.280620,0.039553,0.006620,0.444110,0.173670,0.328216,0.046261,0.007743,0.854987,3.429160,0.216872,1.043875,1.089674,-0.077430,-1.293222,3.837665,0.042969,1.089674,0.215940,2.917257,0.299430,0.349634,0.396854,0.078431,0.008717,0.264266,0.308574,0.350248,0.069220,0.007693,1.133066,3.754091
2447568.534548,-0.009798,0.993628,0.987296,0.040698,-1.060234,3.963540,0.066406,0.987296,0.233455,2.737277,0.152636,0.186301,0.287569,0.071173,0.004124,0.217491,0.265460,0.409757,0.101414,0.005877,0.701802,3.364367,-0.099365,1.006186,1.012410,0.228196,-1.035783,3.811621,0.062500,1.012410,0.237922,2.912500,0.212437,0.299568,0.361834,0.059934,0.010664,0.224935,0.317192,0.383121,0.063460,0.011291,0.944437,3.585425,0.105104,0.994268,0.988568,-0.145680,-1.015451,3.982404,0.062500,0.988568,0.267358,2.856226,0.124936,0.368491,0.386226,0.078041,0.014962,0.128448,0.378851,0.397084,0.080235,0.015382,0.972655,3.501127,0.104879,0.970034,0.940966,0.057772,-1.172655,3.605673,0.066406,0.940966,0.246507,2.654136,0.270342,0.165763,0.248842,0.143919,0.006619,0.323576,0.198403,0.297842,0.172258,0.007922,0.835485,4.144420
2447569.819695,-0.032963,1.094009,1.196855,0.178536,-1.181419,3.996506,0.070312,1.196855,0.230451,2.883518,0.639463,0.142551,0.321081,0.149284,0.006003,0.508162,0.113281,0.255154,0.118632,0.004771,1.258383,3.515233,-0.124883,0.899691,0.809443,0.017715,-0.843332,4.000828,0.066406,0.809443,0.260890,2.489251,0.210534,0.121405,0.373626,0.092341,0.005573,0.262028,0.151099,0.465010,0.114926,0.006936,0.803479,3.491025,0.094975,0.947084,0.896968,-0.464062,-0.624403,3.931576,0.074219,0.896968,0.288235,2.836790,0.215568,0.184106,0.488890,0.079319,0.005127,0.221548,0.189213,0.502451,0.081519,0.005270,0.973011,3.701433,-0.109563,0.929048,0.863130,-0.011219,-1.070356,3.532815,0.078125,0.863130,0.257146,2.626596,0.119465,0.294686,0.514596,0.152409,0.005695,0.109918,0.271137,0.473474,0.140230,0.005240,1.086852,3.989806
2447571.131784,0.307149,0.880852,0.775900,-0.354235,-0.805036,3.839317,0.054688,0.775900,0.244537,2.476001,0.064496,0.242057,0.462442,0.112820,0.003099,0.072884,0.273538,0.522584,0.127492,0.003502,0.884913,3.814622,-0.032709,1.074668,1.154911,-0.000872,-1.390775,3.964316,0.054688,1.154911,0.259245,3.069624,0.269479,0.192678,0.450109,0.123638,0.018118,0.255667,0.182803,0.427040,0.117301,0.017189,1.054021,3.986147,0.074670,1.036648,1.074639,-0.032610,-1.027261,4.150872,0.054688,1.074639,0.254418,2.967635,0.252537,0.162562,0.503991,0.130707,0.017186,0.236684,0.152356,0.472351,0.122502,0.016107,1.066983,3.916663,-0.209938,1.001746,1.003496,0.733468,-0.800973,3.870738,0.054688,1.003496,0.261728,3.047396,0.199376,0.096631,0.219529,0.082558,0.006811,0.329599,0.159746,0.362914,0.136481,0.011259,0.604906,4.131420
2447572.434238,-0.446814,0.771919,0.595859,0.689277,-0.555168,3.196092,0.054688,0.595859,0.301323,2.783858,0.095962,0.097181,0.085784,0.092441,0.003497,0.255992,0.259242,0.228840,0.246598,0.009328,0.374864,4.202651,0.012014,1.039034,1.079592,0.022574,-1.014212,3.951587,0.066406,1.079592,0.233603,3.130312,0.264469,0.385390,0.058170,0.193294,0.005275,0.291716,0.425094,0.064163,0.213208,0.005819,0.906598,3.781735,-0.164792,1.044879,1.091772,0.153165,-0.860471,4.004833,0.058594,1.091772,0.255544,2.938559,0.339681,0.456564,0.118209,0.178811,0.011949,0.307344,0.413100,0.106956,0.161789,0.010811,1.105214,3.717802,-0.441901,0.890413,0.792835,0.425248,-0.820292,3.889194,0.054688,0.792835,0.231241,3.001405,0.139590,0.187573,0.233661,0.086623,0.003457,0.214455,0.288173,0.358980,0.133081,0.005311,0.650904,3.840826
