timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2448297.515415,0.000485,1.167080,1.362076,-0.158102,-1.468796,3.731647,0.058594,1.362076,0.264587,4.036834,0.323366,0.646382,0.063192,0.156779,0.023100,0.266623,0.532959,0.052103,0.129268,0.019047,1.212819,3.737554,-0.115287,0.996152,0.992319,-0.063072,-1.265079,3.967423,0.066406,0.992319,0.336703,3.117513,0.182158,0.506800,0.158027,0.151177,0.065319,0.171285,0.476548,0.148594,0.142153,0.061420,1.063481,4.074049,0.182569,1.030262,1.061441,-0.276826,-1.252645,4.055691,0.058594,1.061441,0.289165,3.751419,0.163116,0.265804,0.135715,0.128734,0.049499,0.219576,0.357809,0.182690,0.173294,0.066632,0.742867,4.227669,0.066740,1.111529,1.235498,0.093918,-1.166774,3.782437,0.058594,1.235498,0.286013,3.415424,0.294232,0.294269,0.320244,0.114807,0.020147,0.281913,0.281948,0.306836,0.110000,0.019303,1.043698,3.857229
2448298.777829,-0.043187,0.861797,0.742693,-0.147782,-0.967440,3.692640,0.070312,0.742693,0.266103,2.544680,0.102265,0.111115,0.227280,0.156830,0.003909,0.170045,0.184761,0.377919,0.260775,0.006501,0.601398,4.146473,0.026708,1.027992,1.056767,-0.037441,-1.222409,4.087754,0.066406,1.056767,0.227802,2.720199,0.282604,0.297412,0.236411,0.133518,0.005851,0.295675,0.311167,0.247345,0.139693,0.006121,0.955795,3.945283,-0.116978,0.971729,0.944257,0.091519,-1.320994,3.635316,0.058594,0.944257,0.217208,2.680508,0.312861,0.225559,0.217994,0.043302,0.001955,0.390261,0.281361,0.271925,0.054015,0.002438,0.801672,3.734512,-0.050887,1.016912,1.034110,0.174061,-1.143920,3.886470,0.062500,1.034110,0.210669,2.689143,0.097566,0.351436,0.415772,0.037673,0.004324,0.107597,0.387568,0.458519,0.041547,0.004769,0.906772,3.252657
2448299.979320,-0.121286,0.964155,0.929595,0.292816,-0.712733,3.916623,0.070312,0.929595,0.259161,2.942526,0.375622,0.312384,0.351075,0.071273,0.023180,0.331372,0.275584,0.309717,0.062877,0.020449,1.133534,3.350994,0.140776,0.773311,0.598009,-0.392750,-0.624706,3.435508,0.062500,0.598009,0.226630,3.183222,0.193710,0.116754,0.199359,0.044345,0.003775,0.347186,0.209257,0.357311,0.079479,0.006766,0.557943,3.776845,-0.081416,0.956002,0.913940,0.260667,-0.920206,4.006926,0.054688,0.913940,0.214410,3.164213,0.326635,0.180519,0.247697,0.040534,0.002844,0.409200,0.226149,0.310309,0.050780,0.003562,0.798228,3.678520,0.204216,0.871923,0.760250,-0.545122,-0.647526,3.659482,0.062500,0.760250,0.325912,2.279941,0.071998,0.198856,0.320276,0.069896,0.004803,0.108132,0.298659,0.481019,0.104976,0.007214,0.665829,3.476967
2448301.141336,0.296217,0.984442,0.969127,-0.066119,-1.415800,3.457129,0.046875,0.969127,0.190931,3.248852,0.332037,0.261010,0.355929,0.041093,0.004978,0.333690,0.262309,0.357701,0.041298,0.005002,0.995046,3.293570,0.050845,1.026283,1.053257,-0.151798,-1.135264,4.085049,0.066406,1.053257,0.247008,2.696594,0.351242,0.159165,0.349258,0.066599,0.004741,0.377272,0.170961,0.375140,0.071534,0.005093,0.931006,3.449923,-0.142576,1.104201,1.219260,0.245744,-1.254153,3.824088,0.066406,1.219260,0.223502,2.821142,0.326869,0.310429,0.489641,0.050388,0.006924,0.276013,0.262131,0.413461,0.042549,0.005846,1.184251,3.498556,-0.141824,0.994702,0.989432,0.349515,-0.990170,3.690427,0.058594,0.989432,0.198555,2.830393,0.190644,0.283949,0.329197,0.035696,0.003256,0.226218,0.336935,0.390626,0.042357,0.003864,0.842741,3.382771
2448302.353740,-0.140803,0.850634,0.723579,0.289786,-0.784746,3.836595,0.062500,0.723579,0.246149,2.524827,0.233492,0.181728,0.194536,0.044281,0.003075,0.355330,0.276556,0.296047,0.067387,0.004679,0.657113,3.333916,0.098781,1.012331,1.024814,-0.089460,-0.870581,4.013852,0.066406,1.024814,0.375588,3.679459,0.157455,0.300898,0.468677,0.117362,0.024882,0.147254,0.281404,0.438313,0.109759,0.023270,1.069275,4.016062,0.000424,1.024087,1.048754,-0.047568,-0.872715,4.147682,0.066406,1.048754,0.332955,4.313315,0.079186,0.540310,0.341805,0.057646,0.007482,0.077147,0.526398,0.333004,0.056162,0.007289,1.026429,3.154714,0.311858,0.886078,0.785134,0.044385,-0.748160,3.723291,0.050781,0.785134,0.214632,2.784484,0.251238,0.186262,0.195832,0.046315,0.003565,0.367731,0.272626,0.286635,0.067790,0.005218,0.683212,3.699303
2448303.632306,-0.059201,0.968817,0.938607,0.159039,-1.060550,3.849635,0.066406,0.938607,0.221264,2.618903,0.099236,0.291760,0.183618,0.054923,0.002710,0.156957,0.461466,0.290422,0.086870,0.004286,0.632247,3.608182,-0.016796,0.996159,0.992333,0.279109,-0.854162,3.995650,0.066406,0.992333,0.265462,3.055845,0.117374,0.405502,0.295240,0.027727,0.003246,0.138236,0.477572,0.347714,0.032655,0.003823,0.849091,2.952911,0.082133,1.089476,1.186958,-0.165966,-1.020653,3.967979,0.066406,1.186958,0.240994,3.166291,0.091054,0.598382,0.273961,0.032201,0.003516,0.091135,0.598912,0.274204,0.032230,0.003519,0.999114,2.619761,0.031088,0.964176,0.929635,-0.027156,-0.965348,3.989652,0.066406,0.929635,0.234614,2.795317,0.025452,0.474828,0.439949,0.052458,0.004415,0.025526,0.476208,0.441227,0.052611,0.004428,0.997102,2.870925
2448304.914189,-0.108511,0.807691,0.652366,0.192671,-0.582819,3.872215,0.070312,0.652366,0.244034,2.867497,0.166904,0.182474,0.253855,0.052767,0.006805,0.251815,0.275306,0.383000,0.079612,0.010267,0.662805,3.870515,-0.080662,1.003918,1.007852,0.028499,-1.058367,3.985051,0.082031,1.007852,0.286530,2.710632,0.332922,0.074904,0.420534,0.214684,0.005018,0.317655,0.071469,0.401250,0.204839,0.004788,1.048061,3.945441,0.094165,0.887067,0.786888,-0.120602,-0.924116,4.142585,0.082031,0.786888,0.314176,2.365883,0.137242,0.077081,0.390246,0.249927,0.025273,0.155998,0.087615,0.443578,0.284083,0.028726,0.879769,4.323419,-0.032007,0.836738,0.700131,0.270078,-0.721010,3.693533,0.078125,0.700131,0.386687,3.867107,0.103900,0.203029,0.251029,0.067127,0.004180,0.165113,0.322645,0.398924,0.106676,0.006643,0.629265,3.620467
2448306.155019,-0.007947,1.100632,1.211390,-0.062416,-1.057159,4.010613,0.066406,1.211390,0.221137,2.629358,0.203600,0.664589,0.365196,0.061792,0.003690,0.156752,0.511669,0.281165,0.047574,0.002841,1.298867,3.395124,0.006703,1.062886,1.129727,0.018837,-1.161381,4.063089,0.050781,1.129727,0.258657,3.055323,0.060709,0.581778,0.408357,0.128126,0.016513,0.050782,0.486647,0.341583,0.107175,0.013812,1.195483,3.461996,-0.045327,0.984863,0.969955,0.318327,-1.088317,3.835311,0.050781,0.969955,0.253458,3.244746,0.083523,0.461215,0.299691,0.094164,0.018407,0.087276,0.481938,0.313157,0.098395,0.019234,0.957000,3.747338,0.162213,0.908591,0.825538,-0.315722,-1.169478,3.391076,0.058594,0.825538,0.226719,2.685622,0.111756,0.409401,0.138272,0.090176,0.002322,0.148626,0.544469,0.183890,0.119927,0.003088,0.751928,3.528135
2448307.374227,0.376629,1.082851,1.172565,-0.208958,-1.297606,3.855079,0.066406,1.172565,0.265700,2.649611,0.055637,0.537780,0.340569,0.165693,0.009098,0.050179,0.485021,0.307157,0.149438,0.008206,1.108777,3.438340,0.113132,0.902431,0.814382,-0.264391,-0.838087,3.821677,0.078125,0.814382,0.340332,2.453867,0.112810,0.181951,0.149683,0.213797,0.012781,0.168116,0.271155,0.223067,0.318614,0.019047,0.671022,4.153227,-0.127408,0.889376,0.790990,0.263348,-0.723951,3.776144,0.085938,0.790990,0.341749,2.473139,0.125186,0.270412,0.159871,0.225596,0.028389,0.154655,0.334067,0.197504,0.278702,0.035071,0.809453,4.264793,-0.297941,1.000193,1.000386,0.314826,-1.043522,3.716334,0.058594,1.000386,0.289723,2.937181,0.108284,0.204131,0.198767,0.128168,0.014057,0.165722,0.312410,0.304201,0.196154,0.021513,0.653406,3.915479
2448308.558283,-0.192394,0.987797,0.975742,-0.254346,-0.277650,4.053197,0.066406,0.975742,0.331325,4.421703,0.183442,0.134483,0.055487,0.201853,0.030442,0.302856,0.222027,0.091607,0.333252,0.050259,0.605706,4.842989,-0.224200,1.100259,1.210570,0.130310,-1.337810,3.887502,0.046875,1.210570,0.215556,3.707956,0.515081,0.244226,0.114589,0.116076,0.015935,0.512056,0.242791,0.113916,0.115395,0.015842,1.005908,3.547572,0.154415,0.970534,0.941936,-0.037953,-1.007808,3.771366,0.054688,0.941936,0.247980,3.048439,0.222951,0.148462,0.123072,0.163533,0.009971,0.333765,0.222252,0.184242,0.244814,0.014927,0.667989,4.010447,-0.253456,1.178367,1.388549,0.156966,-1.270279,3.953130,0.058594,1.388549,0.267288,3.318720,0.192092,0.631591,0.205552,0.119302,0.036002,0.162166,0.533196,0.173529,0.100716,0.030393,1.184539,3.734200
