timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2446090.463373,-0.142751,1.092543,1.193650,-0.071935,-1.318799,3.942065,0.070312,1.193650,0.282293,3.061294,0.304213,0.295194,0.193098,0.085326,0.023993,0.337331,0.327330,0.214119,0.094615,0.026605,0.901824,3.805551,0.102566,1.026948,1.054623,-0.164908,-1.206873,3.589056,0.054688,1.054623,0.219620,4.027672,0.637684,0.303254,0.099252,0.053956,0.007829,0.578673,0.275191,0.090068,0.048963,0.007105,1.101975,3.117761,0.130802,0.954789,0.911622,-0.031664,-1.032743,3.917677,0.097656,0.911622,0.377534,2.537348,0.026083,0.370246,0.312273,0.164508,0.027931,0.028947,0.410910,0.346569,0.182576,0.030998,0.901040,3.326161,-0.010400,0.989586,0.979281,0.100184,-0.958456,3.924151,0.152344,0.979281,0.647524,2.104114,0.038410,0.394234,0.135910,0.218336,0.079901,0.044313,0.454820,0.156797,0.251890,0.092180,0.866791,4.399097
2446091.766900,0.026298,0.854759,0.730612,0.104430,-1.148116,3.355015,0.058594,0.730612,0.229612,2.768307,0.080097,0.215718,0.241816,0.070078,0.003893,0.130963,0.352711,0.395381,0.114581,0.006365,0.611602,3.155300,0.056133,0.984222,0.968693,-0.017506,-1.031882,4.073986,0.062500,0.968693,0.211785,2.942737,0.227121,0.589595,0.134541,0.052318,0.004657,0.225267,0.584781,0.133443,0.051890,0.004619,1.008232,3.370939,0.071247,1.009230,1.018546,-0.163288,-1.186278,3.866142,0.066406,1.018546,0.279239,2.971646,0.229004,0.416526,0.149905,0.051436,0.020256,0.264095,0.480352,0.172875,0.059317,0.023360,0.867126,3.422127,-0.070932,1.048216,1.098756,0.019775,-0.977668,3.945932,0.171875,1.098756,0.683885,1.906388,0.042877,0.371740,0.212576,0.262207,0.091653,0.043706,0.378919,0.216681,0.267271,0.093423,0.981052,4.864218
2446093.030506,0.014441,0.930852,0.866486,0.034892,-0.919704,3.780460,0.062500,0.866486,0.227702,3.252683,0.293520,0.162589,0.344547,0.047525,0.007755,0.342923,0.189955,0.402539,0.055523,0.009060,0.855936,3.475693,-0.078150,1.032758,1.066589,0.094898,-0.874554,4.045485,0.082031,1.066589,0.267049,2.577955,0.062398,0.264743,0.452126,0.133704,0.026625,0.066409,0.281763,0.481192,0.142300,0.028336,0.939596,3.881273,0.148698,0.959912,0.921431,-0.006379,-1.106366,3.829724,0.082031,0.921431,0.287940,2.624252,0.135817,0.200157,0.584186,0.157551,0.017269,0.124036,0.182795,0.533513,0.143885,0.015771,1.094980,3.630410,-0.082004,0.901098,0.811978,0.418575,-0.497952,3.907286,0.140625,0.811978,0.607286,2.106793,0.032118,0.266548,0.106792,0.185517,0.099403,0.046522,0.386089,0.154686,0.268719,0.143984,0.690378,5.293258
2446094.276271,0.210764,1.081004,1.168570,-0.004848,-1.225333,3.759514,0.058594,1.168570,0.244727,4.570909,0.592445,0.183772,0.167865,0.043850,0.012685,0.592080,0.183659,0.167762,0.043823,0.012677,1.000617,3.482311,-0.143307,1.068750,1.142226,-0.083118,-1.117804,3.951552,0.074219,1.142226,0.332552,4.616807,0.281145,0.087288,0.289059,0.076228,0.005129,0.380518,0.118140,0.391229,0.103171,0.006942,0.738849,4.141873,-0.106688,1.026230,1.053149,0.007326,-1.204736,3.794001,0.066406,1.053149,0.285845,3.652107,0.080379,0.090071,0.539731,0.095427,0.012383,0.098264,0.110112,0.659824,0.116660,0.015139,0.817992,3.572212,-0.070573,1.035686,1.072646,0.236763,-1.144784,3.987783,0.097656,1.072646,0.480705,2.338662,0.060114,0.117249,0.569113,0.191348,0.039631,0.061500,0.119953,0.582240,0.195762,0.040545,0.977454,4.115808
2446095.538397,-0.055283,1.094652,1.198262,0.151981,-1.275153,4.054504,0.054688,1.198262,0.210179,3.067567,0.170885,0.677057,0.469780,0.033153,0.006157,0.125926,0.498925,0.346182,0.024430,0.004537,1.357032,3.241579,0.103019,1.010339,1.020785,-0.088975,-1.079548,3.936514,0.062500,1.020785,0.231577,3.005519,0.128895,0.527385,0.477049,0.057579,0.007620,0.107544,0.440027,0.398029,0.048041,0.006358,1.198527,3.327137,0.066315,0.926785,0.858931,0.099280,-1.021999,3.719031,0.070312,0.858931,0.344335,3.627917,0.042857,0.586117,0.176256,0.073493,0.027329,0.047301,0.646891,0.194532,0.081114,0.030163,0.906052,3.650418,0.055388,0.970770,0.942394,-0.088382,-1.114930,3.687706,0.097656,0.942394,0.378866,2.529734,0.052384,0.273138,0.376366,0.110396,0.013625,0.063426,0.330712,0.455700,0.133666,0.016496,0.825908,3.767521
2446096.835259,-0.127216,0.839206,0.704267,-0.192252,-0.732312,3.847095,0.085938,0.704267,0.289463,2.311817,0.034990,0.139524,0.233438,0.174549,0.006118,0.059444,0.237036,0.396586,0.296540,0.010394,0.588619,4.148827,0.116559,1.000178,1.000356,-0.107360,-1.203024,3.792182,0.058594,1.000356,0.214819,3.342095,0.292975,0.211123,0.237678,0.072083,0.006063,0.357320,0.257492,0.289879,0.087915,0.007394,0.819922,3.577950,-0.021979,0.976347,0.953253,-0.057349,-0.908031,3.771037,0.078125,0.953253,0.292042,2.630338,0.072469,0.311440,0.504432,0.098625,0.004879,0.073065,0.314001,0.508580,0.099436,0.004919,0.991844,3.362216,0.029173,0.955878,0.913702,0.024269,-1.119892,3.908335,0.101562,0.913702,0.359794,2.647149,0.075123,0.338023,0.221535,0.169672,0.080414,0.084907,0.382047,0.250388,0.191771,0.090887,0.884766,4.388291
2446098.147541,-0.056972,1.116047,1.245561,0.084044,-1.058273,4.232112,0.046875,1.245561,0.179322,3.275263,0.422337,0.335040,0.111345,0.046845,0.003779,0.459389,0.364433,0.121113,0.050955,0.004111,0.919346,3.345044,0.064613,0.776332,0.602692,-0.320572,-0.679846,3.874846,0.085938,0.602692,0.465064,2.888493,0.031334,0.275085,0.078900,0.131830,0.018836,0.058461,0.513232,0.147205,0.245959,0.035143,0.535985,4.430460,0.004635,0.973263,0.947240,0.079307,-1.185386,3.753138,0.074219,0.947240,0.290552,2.950382,0.017379,0.767963,0.202925,0.033843,0.004088,0.016935,0.748357,0.197744,0.032979,0.003984,1.026198,2.040422,-0.068429,1.065247,1.134751,0.254266,-1.175590,3.915113,0.093750,1.134751,0.406282,2.770243,0.025183,0.695098,0.219016,0.057562,0.063968,0.023739,0.655242,0.206458,0.054261,0.060300,1.060827,3.589448
2446099.452724,-0.246941,1.036572,1.074482,0.042620,-1.218940,4.145150,0.066406,1.074482,0.249791,2.813929,0.136006,0.638251,0.294649,0.096799,0.004679,0.116206,0.545335,0.251754,0.082707,0.003998,1.170385,3.416215,-0.031610,1.036903,1.075167,-0.040295,-0.966183,4.101306,0.058594,1.075167,0.207375,2.662859,0.168011,0.736937,0.305117,0.073245,0.004074,0.130506,0.572430,0.237005,0.056894,0.003164,1.287384,3.305682,-0.099322,0.980568,0.961514,0.026334,-1.125813,3.869753,0.066406,0.961514,0.282418,3.170875,0.108550,0.356684,0.313398,0.109038,0.028121,0.118532,0.389482,0.342216,0.119064,0.030707,0.915791,4.093264,0.168056,0.993037,0.986123,-0.265173,-1.009506,3.912933,0.113281,0.986123,0.533589,2.491164,0.020252,0.306810,0.383850,0.195471,0.075085,0.020634,0.312603,0.391098,0.199162,0.076503,0.981468,4.767609
2446100.685348,0.303638,0.948013,0.898730,-0.557414,-0.664654,3.816874,0.050781,0.898730,0.208634,3.259984,0.091675,0.376468,0.168571,0.157830,0.012059,0.113656,0.466732,0.208988,0.195673,0.014951,0.806604,4.044429,0.161273,0.941147,0.885757,-0.375361,-0.721754,4.172058,0.062500,0.885757,0.367054,3.942515,0.116629,0.180413,0.126339,0.150215,0.003908,0.201954,0.312402,0.218767,0.260111,0.006766,0.577504,4.016894,-0.187523,0.989342,0.978797,0.046653,-1.037138,3.779690,0.093750,0.978797,0.383692,2.585295,0.079687,0.227770,0.287524,0.180400,0.074368,0.093777,0.268044,0.338363,0.212298,0.087518,0.849750,4.648455,-0.066370,1.060341,1.124323,0.025590,-0.994479,3.986671,0.140625,1.124323,0.598192,2.074047,0.108945,0.120967,0.235251,0.326169,0.223652,0.107337,0.119181,0.231778,0.321354,0.220350,1.014984,5.571220
2446101.813159,0.074022,0.817700,0.668633,-0.103129,-0.300527,4.066165,0.062500,0.668633,0.319151,2.761170,0.090105,0.278630,0.231354,0.156786,0.016294,0.116540,0.360375,0.299228,0.202784,0.021074,0.773168,4.342496,-0.351096,0.979918,0.960240,0.189872,-1.132158,3.765283,0.050781,0.960240,0.226011,3.448007,0.217047,0.627809,0.240282,0.053073,0.003786,0.190059,0.549746,0.210405,0.046474,0.003315,1.141998,3.518837,-0.006185,1.134003,1.285962,0.117740,-1.086289,3.812717,0.121094,1.285962,0.379887,3.350922,0.214639,0.129876,0.220557,0.170782,0.043769,0.275311,0.166589,0.282902,0.219058,0.056141,0.779623,4.399520,0.116092,0.927668,0.860568,-0.080397,-0.839007,3.973154,0.113281,0.860568,0.524722,2.354836,0.066038,0.078198,0.159925,0.148038,0.038791,0.134500,0.159267,0.325719,0.301508,0.079006,0.490990,5.123534
