timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2252257.652963,0.126161,0.984708,0.969651,0.025518,-1.172328,3.764980,0.058594,0.969651,0.246647,3.506650,0.346551,0.295128,0.064692,0.068733,0.004865,0.444314,0.378384,0.082942,0.088123,0.006238,0.779970,3.571574,-0.026053,1.142993,1.306433,-0.098641,-1.313784,3.753931,0.058594,1.306433,0.220269,3.863913,0.513235,0.303441,0.075006,0.092435,0.006929,0.517872,0.306182,0.075684,0.093270,0.006992,0.991045,3.327871,-0.711473,0.932031,0.868682,1.026237,-0.047933,3.464174,0.046875,0.868682,0.277432,3.089496,0.164046,0.522554,0.133195,0.097549,0.016945,0.175583,0.559307,0.142563,0.104410,0.018137,0.934289,3.779956,-0.280294,0.914133,0.835640,0.283259,-1.184302,3.596462,0.070312,0.835640,0.342605,3.654090,0.194918,0.308047,0.099732,0.084886,0.007768,0.280316,0.443009,0.143427,0.122077,0.011172,0.695352,3.803057
2252258.702243,-0.171323,0.898757,0.807763,0.055812,-0.899863,3.595775,0.066406,0.807763,0.237953,2.825251,0.100101,0.378176,0.458212,0.065945,0.004096,0.099452,0.375722,0.455239,0.065517,0.004070,1.006532,3.564703,-0.149644,0.883596,0.780743,0.052787,-0.900742,3.512432,0.066406,0.780743,0.238131,2.822707,0.096898,0.362343,0.443494,0.064368,0.003988,0.099783,0.373130,0.456697,0.066284,0.004106,0.971091,3.564986,-0.002289,0.991287,0.982651,-0.148631,-1.081293,3.613939,0.058594,0.982651,0.252666,2.913585,0.058211,0.301374,0.180187,0.122138,0.013322,0.086209,0.446327,0.266852,0.180883,0.019729,0.675231,4.248925,-0.077957,1.057178,1.117626,0.074729,-1.389885,3.740934,0.054688,1.117626,0.207557,2.789955,0.137030,0.446610,0.461794,0.069544,0.005317,0.122316,0.398654,0.412208,0.062076,0.004746,1.120295,3.294884
2252259.919286,-0.165707,0.955525,0.913029,0.112984,-1.108464,3.660815,0.058594,0.913029,0.223303,2.668699,0.251069,0.328373,0.296644,0.060468,0.003977,0.266944,0.349136,0.315401,0.064291,0.004228,0.940529,3.600408,-0.146123,0.938525,0.880828,0.120113,-1.093665,3.610549,0.058594,0.880828,0.223320,2.670895,0.244685,0.315796,0.283442,0.058141,0.003858,0.270095,0.348591,0.312877,0.064178,0.004259,0.905922,3.600883,0.157547,0.979586,0.959588,0.039978,-1.294075,3.272141,0.066406,0.959588,0.215376,2.760784,0.228238,0.117533,0.364560,0.046009,0.005013,0.299779,0.154375,0.478832,0.060430,0.006585,0.761353,3.427936,-0.005318,0.952428,0.907120,-0.103355,-0.846975,3.700391,0.070312,0.907120,0.270711,2.877719,0.159512,0.208068,0.291855,0.138308,0.012786,0.196800,0.256706,0.360079,0.170640,0.015775,0.810530,3.893979
2252261.120108,-0.286094,1.007698,1.015455,0.206055,-1.286776,3.580358,0.070312,1.015455,0.241198,2.550680,0.139545,0.596000,0.184238,0.118090,0.003934,0.133945,0.572083,0.176844,0.113351,0.003776,1.041807,3.479936,-0.265103,0.990489,0.981068,0.207545,-1.289181,3.506019,0.070312,0.981068,0.241074,2.552632,0.135743,0.577517,0.176382,0.114337,0.003790,0.134697,0.573064,0.175022,0.113456,0.003761,1.007771,3.481649,0.104710,0.925202,0.855999,0.002600,-1.300182,3.425215,0.058594,0.855999,0.231781,2.596094,0.097612,0.421872,0.254608,0.036035,0.003746,0.119935,0.518351,0.312835,0.044276,0.004603,0.813874,2.937780,0.123938,0.941870,0.887119,-0.069447,-1.169183,3.790772,0.062500,0.887119,0.235446,2.576913,0.024718,0.495174,0.318507,0.055362,0.005229,0.027495,0.550811,0.354294,0.061582,0.005817,0.898990,2.661619
2252262.311668,-0.047888,0.944927,0.892887,-0.097567,-1.193696,3.598621,0.058594,0.892887,0.224290,3.245415,0.186050,0.214375,0.196014,0.042534,0.004038,0.289342,0.333393,0.304838,0.066147,0.006280,0.643011,3.642372,-0.026405,0.927166,0.859636,-0.088166,-1.195114,3.542879,0.058594,0.859636,0.223833,3.245688,0.182197,0.209769,0.187353,0.040855,0.003875,0.291959,0.336142,0.300221,0.065468,0.006210,0.624050,3.642103,0.075961,0.990767,0.981619,0.182835,-1.160191,3.714793,0.066406,0.981619,0.208625,3.127090,0.383443,0.129782,0.173375,0.107037,0.006387,0.479290,0.162223,0.216712,0.133792,0.007984,0.800023,3.582748,-0.026635,0.843192,0.710974,0.105781,-0.422485,3.807888,0.050781,0.710974,0.214732,3.140500,0.265603,0.168607,0.139430,0.054085,0.003838,0.420548,0.266968,0.220770,0.085637,0.006078,0.631564,3.524416
2252263.505908,-0.049401,1.096396,1.202084,0.264902,-1.232834,3.831155,0.046875,1.202084,0.193613,3.038286,0.284293,0.357851,0.221849,0.149975,0.004008,0.279273,0.351532,0.217931,0.147327,0.003937,1.017976,3.842389,-0.034352,1.073990,1.153455,0.258755,-1.237196,3.763334,0.046875,1.153455,0.193985,3.034363,0.277745,0.341609,0.213500,0.144521,0.003861,0.283056,0.348141,0.217583,0.147285,0.003935,0.981235,3.842644,0.144684,0.986399,0.972984,-0.347143,-1.118710,3.570439,0.054688,0.972984,0.187901,3.314642,0.183744,0.318597,0.278261,0.029956,0.005510,0.225158,0.390404,0.340978,0.036707,0.006752,0.816069,3.464952,0.323071,0.999834,0.999668,-0.004711,-1.207160,3.863513,0.062500,0.999668,0.220652,2.767733,0.267778,0.552638,0.362408,0.068454,0.006947,0.212822,0.439220,0.288031,0.054405,0.005522,1.258226,3.505530
2252264.760365,0.211992,1.084674,1.176517,-0.392339,-1.296420,3.776583,0.058594,1.176517,0.243144,4.766510,0.438441,0.328746,0.315757,0.025525,0.006272,0.393312,0.294908,0.283256,0.022898,0.005626,1.114741,3.586270,0.223024,1.067080,1.138660,-0.388474,-1.297557,3.733311,0.058594,1.138660,0.242819,4.763330,0.423421,0.317665,0.306744,0.025093,0.006061,0.392425,0.294411,0.284290,0.023256,0.005618,1.078984,3.586154,-0.226195,1.021875,1.044228,0.473718,-1.090489,3.595386,0.050781,1.044228,0.191564,2.876693,0.432918,0.331928,0.243688,0.042188,0.002722,0.410955,0.315088,0.231325,0.040047,0.002584,1.053444,3.465817,-0.104060,1.049594,1.101649,-0.002651,-1.195035,3.758019,0.074219,1.101649,0.234682,2.691162,0.181749,0.287077,0.499972,0.072375,0.005974,0.173566,0.274152,0.477461,0.069116,0.005705,1.047147,3.588372
2252266.042861,-0.100365,0.859888,0.739407,0.041334,-0.986204,3.682546,0.070312,0.739407,0.246054,2.700157,0.045137,0.197600,0.293209,0.065807,0.005409,0.074341,0.325448,0.482918,0.108385,0.008908,0.607161,3.434375,-0.081595,0.846485,0.716536,0.044835,-0.970909,3.632271,0.070312,0.716536,0.245123,2.698818,0.043578,0.189559,0.282410,0.064714,0.005097,0.074447,0.323835,0.482456,0.110555,0.008707,0.585358,3.435644,0.224954,0.989390,0.978892,-0.175549,-1.277745,3.762551,0.070312,0.978892,0.333741,4.192463,0.091785,0.468630,0.308822,0.026999,0.003174,0.102050,0.521042,0.343360,0.030019,0.003529,0.899410,3.037403,0.342620,0.897736,0.805930,-0.251166,-1.090638,3.822907,0.070312,0.805930,0.249615,2.618980,0.107910,0.175629,0.164142,0.200660,0.003244,0.165611,0.269542,0.251912,0.307957,0.004978,0.651584,4.296697
2252267.315749,0.279210,1.056777,1.116778,-0.385104,-0.904873,3.714303,0.070312,1.116778,0.276175,2.950565,0.262711,0.373190,0.196977,0.177072,0.013727,0.256635,0.364558,0.192421,0.172977,0.013409,1.023678,3.889148,0.288890,1.038605,1.078700,-0.381626,-0.911585,3.625153,0.070312,1.078700,0.276745,2.946518,0.253380,0.364580,0.191070,0.173583,0.013628,0.254335,0.365956,0.191791,0.174238,0.013680,0.996242,3.900753,0.148248,0.863968,0.746441,0.019110,-0.800096,3.593273,0.070312,0.746441,0.298171,2.825894,0.145134,0.192251,0.144178,0.127317,0.006462,0.235859,0.312429,0.234306,0.206905,0.010501,0.615342,3.954883,-0.119151,1.122438,1.259868,0.182308,-1.248872,3.681645,0.054688,1.259868,0.215736,3.783422,0.772946,0.410113,0.147188,0.057388,0.004584,0.555190,0.294575,0.105722,0.041220,0.003293,1.392220,3.087033
2252268.559166,0.203415,0.910419,0.828863,-0.290963,-0.999386,3.538512,0.085938,0.828863,0.326023,2.852486,0.317805,0.091368,0.188284,0.230180,0.013166,0.377978,0.108667,0.223934,0.273762,0.015658,0.840803,4.014579,0.217361,0.892385,0.796352,-0.287168,-1.007219,3.447692,0.085938,0.796352,0.325323,2.854880,0.306244,0.086565,0.182041,0.221445,0.012954,0.378430,0.106969,0.224950,0.273643,0.016007,0.809248,4.015539,0.083854,0.951601,0.905544,-0.063184,-0.951581,3.628423,0.074219,0.905544,0.371272,3.082190,0.088619,0.087260,0.133789,0.085847,0.007347,0.219975,0.216600,0.332096,0.213092,0.018238,0.402862,4.379110,-0.176216,0.995952,0.991920,0.457055,-0.866903,3.832426,0.062500,0.991920,0.305549,4.273666,0.141837,0.625130,0.058201,0.050009,0.008957,0.160425,0.707054,0.065828,0.056562,0.010131,0.884134,3.324697
2252269.756351,-0.202911,0.903061,0.815520,0.133125,-1.108069,3.833260,0.050781,0.815520,0.271970,2.851427,0.231956,0.222767,0.245291,0.118120,0.007105,0.281077,0.269942,0.297236,0.143134,0.008610,0.825239,3.929881,-0.182986,0.900828,0.811491,0.132894,-1.122055,3.804625,0.050781,0.811491,0.271424,2.856710,0.226614,0.220522,0.244454,0.116556,0.007031,0.277994,0.270520,0.299878,0.142983,0.008625,0.815177,3.932444,-0.309132,0.883760,0.781032,0.419641,-1.036040,3.881742,0.046875,0.781032,0.273557,3.216662,0.388401,0.206594,0.125023,0.021732,0.004904,0.520188,0.276693,0.167444,0.029106,0.006568,0.746654,3.334275,0.202606,0.926457,0.858323,-0.156209,-0.811549,3.758539,0.066406,0.858323,0.274913,3.050532,0.354018,0.041286,0.392089,0.048865,0.006558,0.420041,0.048986,0.465213,0.057979,0.007782,0.842817,3.473431
2252270.960667,-0.079926,0.886911,0.786612,0.253825,-1.008226,3.523935,0.074219,0.786612,0.301001,3.538636,0.028634,0.682601,0.088684,0.050348,0.007548,0.033380,0.795744,0.103383,0.058693,0.008799,0.857815,2.706483,-0.070494,0.882773,0.779288,0.256093,-1.006893,3.481174,0.074219,0.779288,0.301685,3.531540,0.028524,0.671636,0.087511,0.050202,0.007572,0.033738,0.794417,0.103509,0.059379,0.008957,0.845445,2.716143,0.097780,1.018273,1.036881,-0.186419,-1.164916,4.068965,0.058594,1.036881,0.233310,2.776386,0.085765,0.570460,0.169933,0.131661,0.003259,0.089238,0.593563,0.176815,0.136993,0.003391,0.961077,3.302435,-0.049236,0.945661,0.894274,0.044512,-1.064894,3.713502,0.074219,0.894274,0.284324,3.568962,0.067454,0.741807,0.176934,0.048769,0.007689,0.064695,0.711461,0.169696,0.046774,0.007374,1.042653,2.894014
2252272.213132,-0.154270,0.958789,0.919276,0.161970,-1.101188,4.023004,0.074219,0.919276,0.238676,2.753688,0.299682,0.384846,0.326014,0.087330,0.004895,0.271754,0.348982,0.295633,0.079192,0.004439,1.102766,3.812858,-0.145636,0.954037,0.910186,0.161324,-1.114218,3.955585,0.074219,0.910186,0.238993,2.751485,0.299950,0.373538,0.325191,0.085997,0.004878,0.275297,0.342836,0.298463,0.078928,0.004477,1.089553,3.815312,-0.017248,0.878979,0.772604,0.023871,-0.778339,4.048579,0.062500,0.772604,0.243265,2.604234,0.179808,0.226315,0.239407,0.073152,0.003744,0.248894,0.313272,0.331393,0.101259,0.005182,0.722426,3.782817,0.097867,0.912775,0.833158,-0.040906,-1.004202,3.767381,0.070312,0.833158,0.254019,2.744942,0.049722,0.368759,0.380570,0.117523,0.015776,0.053330,0.395516,0.408183,0.126050,0.016921,0.932351,3.682047
2252273.479753,0.065073,1.047075,1.096366,-0.176447,-1.179808,3.884775,0.054688,1.096366,0.194348,3.090517,0.488512,0.195796,0.472613,0.027045,0.005492,0.410702,0.164609,0.397335,0.022737,0.004617,1.189458,3.472186,0.074038,1.043079,1.088015,-0.181691,-1.184647,3.874975,0.054688,1.088015,0.194166,3.102876,0.490328,0.197299,0.469419,0.026419,0.005459,0.412413,0.165948,0.394827,0.022221,0.004591,1.188924,3.471539,0.077191,1.141022,1.301930,0.054226,-1.297715,3.990863,0.066406,1.301930,0.204049,3.490313,0.695712,0.238282,0.284196,0.090017,0.007581,0.528741,0.181095,0.215989,0.068413,0.005762,1.315789,3.502826,-0.043830,1.029584,1.060043,0.047022,-0.964612,3.858437,0.058594,1.060043,0.282344,3.075295,0.648152,0.174830,0.323282,0.062310,0.006144,0.533582,0.143927,0.266137,0.051296,0.005058,1.214719,3.445992
