timestamp,CH1,CH2,CH3,CH4
2252889.068873,-0.620843,-0.577170,1.576350,0.086258
2252889.073635,-0.620843,-0.577170,1.576350,0.086258
2252889.078398,-0.620843,-0.577170,1.576350,0.086258
2252889.083160,-0.620843,-0.577170,1.576350,0.086258
2252889.087923,-0.620843,-0.577170,1.576350,0.086258
2252889.093688,-0.879996,-0.833239,1.576350,0.086258
2252889.098452,-1.139149,-1.089308,1.576350,0.086258
2252889.103216,-1.398302,-1.345377,1.576350,0.086258
2252889.107980,-1.657455,-1.601446,1.576350,0.086258
2252889.112744,-1.916608,-1.857515,1.576350,0.086258
2252889.117508,-1.638390,-1.620505,1.576350,0.086258
2252889.122272,-1.208947,-1.187373,1.576350,-0.132580
2252889.127037,-0.779505,-0.754241,1.576350,-0.351417
2252889.131801,-0.350062,-0.321110,1.576350,-0.570254
2252889.136565,0.079380,0.112022,1.576350,-0.789091
2252889.141329,0.508823,0.545154,1.576350,-1.007929
2252889.146093,0.764424,0.795838,1.576350,-1.226766
2252889.152120,1.020024,1.046522,1.576350,-1.445603
2252889.156886,1.275625,1.297207,1.576350,-1.664441
2252889.161652,1.531226,1.547891,1.576350,-1.883278
2252889.166418,1.786827,1.798575,1.576350,-1.640605
2252889.171185,1.738178,1.749405,1.576350,-1.397933
2252889.175951,1.689530,1.700235,1.576350,-1.155260
2252889.180717,1.640881,1.651064,1.576350,-0.912588
2252889.185483,1.592232,1.601894,1.576350,-0.669915
2252889.190249,1.543583,1.552724,1.576350,-0.252873
2252889.195015,1.494935,1.503553,1.576350,0.164169
2252889.199781,1.446286,1.454383,1.433612,0.581211
2252889.204548,1.397637,1.405212,1.290875,0.998252
2252889.210808,1.348988,1.356042,1.148138,1.415294
2252889.215577,1.300340,1.306872,1.005401,1.355097
2252889.220345,0.858766,0.875987,0.862664,1.294900
2252889.225114,0.417192,0.445103,0.719926,1.234704
2252889.229882,-0.024381,0.014218,0.577189,1.174507
2252889.234651,-0.465955,-0.416666,0.434452,1.114310
2252889.239419,-0.337277,-0.288301,0.291715,1.054113
2252889.244188,-0.208599,-0.159935,0.148978,0.993916
2252889.248956,-0.079922,-0.031569,-0.204736,0.933719
2252889.253725,0.048756,0.096797,-0.558449,0.873522
2252889.258493,0.177434,0.225163,-0.912163,0.813325
2252889.263262,0.016351,0.064546,-1.265876,0.753128
