timestamp,CH1_mean,CH1_std,CH1_var,CH1_skew,CH1_kurtosis,CH1_ptp,CH1_zcr,CH1_hjorth_activity,CH1_hjorth_mobility,CH1_hjorth_complexity,CH1_delta_power,CH1_theta_power,CH1_alpha_power,CH1_beta_power,CH1_gamma_power,CH1_delta_rel,CH1_theta_rel,CH1_alpha_rel,CH1_beta_rel,CH1_gamma_rel,CH1_total_power,CH1_spectral_entropy,CH2_mean,CH2_std,CH2_var,CH2_skew,CH2_kurtosis,CH2_ptp,CH2_zcr,CH2_hjorth_activity,CH2_hjorth_mobility,CH2_hjorth_complexity,CH2_delta_power,CH2_theta_power,CH2_alpha_power,CH2_beta_power,CH2_gamma_power,CH2_delta_rel,CH2_theta_rel,CH2_alpha_rel,CH2_beta_rel,CH2_gamma_rel,CH2_total_power,CH2_spectral_entropy,CH3_mean,CH3_std,CH3_var,CH3_skew,CH3_kurtosis,CH3_ptp,CH3_zcr,CH3_hjorth_activity,CH3_hjorth_mobility,CH3_hjorth_complexity,CH3_delta_power,CH3_theta_power,CH3_alpha_power,CH3_beta_power,CH3_gamma_power,CH3_delta_rel,CH3_theta_rel,CH3_alpha_rel,CH3_beta_rel,CH3_gamma_rel,CH3_total_power,CH3_spectral_entropy,CH4_mean,CH4_std,CH4_var,CH4_skew,CH4_kurtosis,CH4_ptp,CH4_zcr,CH4_hjorth_activity,CH4_hjorth_mobility,CH4_hjorth_complexity,CH4_delta_power,CH4_theta_power,CH4_alpha_power,CH4_beta_power,CH4_gamma_power,CH4_delta_rel,CH4_theta_rel,CH4_alpha_rel,CH4_beta_rel,CH4_gamma_rel,CH4_total_power,CH4_spectral_entropy
2252588.402875,-0.097282,0.975414,0.951432,-0.177319,-1.243760,3.481492,0.046875,0.951432,0.174392,3.344044,0.376645,0.142542,0.113791,0.041682,0.002066,0.556568,0.210635,0.168150,0.061594,0.003053,0.676727,3.075228,-0.121157,0.967036,0.935159,-0.160861,-1.223830,3.454709,0.046875,0.935159,0.175557,3.315756,0.369745,0.138305,0.114920,0.041513,0.002051,0.554728,0.207499,0.172415,0.062281,0.003077,0.666535,3.093188,-0.365248,0.962489,0.926385,-0.185334,-1.160283,3.405241,0.035156,0.926385,0.234582,5.502473,0.485798,0.165972,0.069341,0.043818,0.006670,0.629600,0.215101,0.089866,0.056789,0.008644,0.771599,3.039561,-0.164972,0.701974,0.492767,0.242952,-0.333232,3.414583,0.050781,0.492767,0.261367,2.865732,0.201805,0.092243,0.152937,0.055634,0.003628,0.398629,0.182210,0.302100,0.109894,0.007167,0.506247,3.668303
2252589.689739,0.141719,0.978257,0.956986,-0.115707,-1.200880,3.888343,0.054688,0.956986,0.219002,3.148070,0.249531,0.307633,0.272795,0.048352,0.003571,0.282953,0.348837,0.309333,0.054828,0.004049,0.881881,3.373919,0.127048,0.975372,0.951350,-0.119018,-1.196375,3.877305,0.054688,0.951350,0.220087,3.152659,0.247021,0.307465,0.268813,0.048306,0.003535,0.282265,0.351332,0.307166,0.055198,0.004039,0.875140,3.377579,-0.171051,0.952435,0.907132,-0.181325,-1.082009,3.876911,0.050781,0.907132,0.198388,3.118207,0.701121,0.169606,0.152196,0.030108,0.003611,0.663537,0.160515,0.144037,0.028494,0.003417,1.056642,3.180306,0.071378,0.997858,0.995720,-0.251518,-0.902838,3.902205,0.066406,0.995720,0.284823,3.782436,0.186851,0.306137,0.356021,0.078236,0.015627,0.198172,0.324685,0.377593,0.082976,0.016574,0.942872,3.673223
2252590.925810,-0.042643,1.116592,1.246777,0.210073,-1.354557,3.873315,0.058594,1.246777,0.204625,3.326979,0.180736,0.614234,0.171451,0.053736,0.022782,0.173295,0.588945,0.164392,0.051523,0.021844,1.042939,3.350880,-0.060029,1.113274,1.239378,0.212764,-1.353048,3.882253,0.058594,1.239378,0.203793,3.324707,0.180020,0.605109,0.171270,0.053240,0.021919,0.174513,0.586598,0.166030,0.051611,0.021248,1.031557,3.349917,0.055253,1.142363,1.304994,0.149183,-1.439969,3.647509,0.050781,1.304994,0.188634,3.449052,0.381417,0.543652,0.152082,0.093933,0.009139,0.323174,0.460635,0.128859,0.079590,0.007743,1.180224,3.552327,-0.083006,1.007377,1.014808,0.088598,-1.090078,3.970259,0.050781,1.014808,0.234100,3.119894,0.085650,0.481282,0.159691,0.117735,0.014996,0.099668,0.560050,0.185827,0.137004,0.017451,0.859355,3.597537
2252592.132127,-0.088531,0.977861,0.956212,0.235183,-1.023349,3.870556,0.070312,0.956212,0.367785,4.231271,0.396748,0.239432,0.191832,0.039100,0.003180,0.455879,0.275117,0.220422,0.044928,0.003654,0.870293,3.718660,-0.106259,0.977485,0.955476,0.243683,-1.017860,3.825354,0.070312,0.955476,0.367124,4.239471,0.399212,0.238424,0.190500,0.039231,0.003235,0.458547,0.273861,0.218814,0.045062,0.003716,0.870603,3.714472,0.262430,0.985012,0.970249,0.052882,-1.356450,3.467973,0.062500,0.970249,0.170182,3.694285,0.587407,0.187684,0.086241,0.047953,0.001874,0.644682,0.205984,0.094650,0.052628,0.002056,0.911158,2.997668,-0.085597,0.979042,0.958524,-0.015542,-1.086552,3.731413,0.062500,0.958524,0.281545,3.863167,0.179835,0.279071,0.238803,0.061205,0.022463,0.230151,0.357153,0.305618,0.078330,0.028747,0.781377,4.029573
2252593.292160,0.084796,0.984588,0.969414,0.108878,-1.249593,3.551880,0.050781,0.969414,0.188161,2.767173,0.272799,0.340437,0.222888,0.025885,0.002314,0.315621,0.393877,0.257876,0.029949,0.002678,0.864325,3.522701,0.065727,0.983561,0.967392,0.099185,-1.261418,3.503645,0.050781,0.967392,0.187847,2.772697,0.274381,0.340993,0.219421,0.025850,0.002295,0.317961,0.395152,0.254271,0.029956,0.002660,0.862939,3.519558,0.005841,0.969473,0.939878,-0.082214,-1.049862,3.623723,0.050781,0.939878,0.192203,2.944680,0.449519,0.422353,0.309696,0.039857,0.003310,0.367034,0.344853,0.252868,0.032543,0.002702,1.224734,3.440006,0.208371,1.008272,1.016613,0.195543,-1.134699,3.641603,0.046875,1.016613,0.198286,3.340709,0.739114,0.362104,0.193039,0.065672,0.003635,0.542045,0.265557,0.141570,0.048162,0.002666,1.363564,3.247345
2252594.458086,-0.137833,1.005193,1.010413,0.040781,-1.118179,3.702849,0.066406,1.010413,0.215213,2.670200,0.098772,0.385427,0.374590,0.033555,0.003436,0.110263,0.430270,0.418172,0.037459,0.003836,0.895781,2.936713,-0.005101,0.994913,0.989852,-0.069484,-1.030912,3.951949,0.066406,0.989852,0.220645,2.609530,0.055622,0.327259,0.309623,0.049886,0.003337,0.074587,0.438846,0.415196,0.066895,0.004475,0.745726,3.197636,0.142706,0.939321,0.882324,0.057428,-1.101665,3.659799,0.066406,0.882324,0.223408,2.599039,0.059135,0.460835,0.313055,0.032791,0.003410,0.068032,0.530167,0.360154,0.037724,0.003923,0.869226,2.999011,0.051503,0.996208,0.992430,-0.070691,-1.089203,4.023147,0.062500,0.992430,0.233116,2.768703,0.082846,0.190976,0.290338,0.132906,0.009701,0.117218,0.270211,0.410797,0.188048,0.013726,0.706767,3.811701
2252595.638019,0.049605,0.919135,0.844809,0.110690,-1.003439,3.712722,0.042969,0.844809,0.238320,3.343864,0.333078,0.245031,0.345054,0.054824,0.004091,0.339156,0.249502,0.351351,0.055824,0.004166,0.982078,3.653831,0.031782,0.918933,0.844438,0.101498,-1.013271,3.706779,0.042969,0.844438,0.236788,3.358317,0.333649,0.247022,0.340809,0.054248,0.004045,0.340537,0.252122,0.347845,0.055368,0.004128,0.979773,3.646576,0.103905,0.968594,0.938174,-0.229651,-0.913266,3.873734,0.074219,0.938174,0.274294,2.978075,0.386261,0.157074,0.317158,0.091968,0.006287,0.402880,0.163832,0.330804,0.095925,0.006558,0.958749,3.806109,-0.006843,0.955426,0.912839,0.100494,-1.101026,3.924651,0.070312,0.912839,0.230523,2.551909,0.119317,0.292227,0.548531,0.042667,0.004067,0.118510,0.290251,0.544821,0.042378,0.004040,1.006809,3.101030
2252596.890839,-0.133443,0.887574,0.787788,0.492298,-0.672240,3.827191,0.058594,0.787788,0.248000,2.811450,0.266904,0.240554,0.352707,0.073506,0.006852,0.283783,0.255766,0.375011,0.078154,0.007285,0.940522,3.890283,-0.119446,0.931406,0.867516,0.522242,-0.733425,3.799916,0.058594,0.867516,0.241704,2.871956,0.338513,0.340246,0.344575,0.087519,0.006650,0.302919,0.304470,0.308344,0.078316,0.005951,1.117502,3.826292,0.028199,0.844721,0.713554,0.265677,-0.815462,3.767120,0.074219,0.713554,0.286888,2.599423,0.142662,0.258925,0.214149,0.084014,0.004731,0.202506,0.367541,0.303981,0.119256,0.006715,0.704480,3.833346,0.350863,1.048949,1.100294,-0.239989,-1.082293,3.809107,0.042969,1.100294,0.175594,3.297531,0.291458,0.212096,0.495013,0.049943,0.002780,0.277238,0.201748,0.470862,0.047506,0.002645,1.051290,3.623629
2252598.237137,0.224837,1.004535,1.009091,-0.389100,-0.990250,3.856378,0.042969,1.009091,0.209103,3.411859,0.094552,0.139163,0.208252,0.098902,0.009086,0.171927,0.253044,0.378671,0.179836,0.016522,0.549955,4.129180,0.209440,1.004301,1.008620,-0.396016,-0.990165,3.816641,0.042969,1.008620,0.208798,3.410736,0.091103,0.136788,0.209009,0.098154,0.008808,0.167511,0.251512,0.384305,0.180476,0.016195,0.543863,4.122350,-0.005738,1.078810,1.163830,0.345847,-1.021815,3.720672,0.066406,1.163830,0.329171,4.617254,0.120198,0.045082,0.456423,0.121385,0.005643,0.160535,0.060212,0.609595,0.162120,0.007537,0.748731,4.013566,-0.385376,1.110633,1.233505,0.343003,-1.293364,3.866959,0.046875,1.233505,0.197832,3.850846,0.300970,0.117364,0.220995,0.108093,0.012147,0.396238,0.154514,0.290948,0.142309,0.015991,0.759570,4.020662
2252599.622849,-0.001225,1.061582,1.126957,0.194606,-1.122332,3.664067,0.058594,1.126957,0.255989,3.471427,0.412794,0.515040,0.065510,0.088999,0.009339,0.378126,0.471786,0.060009,0.081525,0.008554,1.091682,3.421014,-0.022005,1.061708,1.127224,0.210512,-1.116357,3.643629,0.058594,1.127224,0.256727,3.481808,0.414727,0.509821,0.064843,0.088257,0.009461,0.381495,0.468969,0.059647,0.081185,0.008703,1.087109,3.421213,-0.056295,0.989846,0.979795,-0.045529,-1.328972,3.602508,0.066406,0.979795,0.287062,2.947346,0.341189,0.485116,0.115466,0.096386,0.011405,0.325077,0.462207,0.110013,0.091835,0.010867,1.049562,3.369156,0.043680,0.955207,0.912420,-0.142544,-0.668178,4.054401,0.054688,0.912420,0.280870,3.196847,0.572660,0.415865,0.111585,0.129624,0.013583,0.460591,0.334480,0.089748,0.104256,0.010925,1.243316,3.457443
