timestamp,attention_score,engagement_index,theta_alpha_ratio,level
2444630.594423,0.093947,0.233468,0.678422,0.000000
2444642.667261,0.107262,0.272110,0.929394,0.000000
2444655.185380,0.087345,0.213924,0.995651,0.000000
2444667.039580,0.118210,0.281427,3.255609,0.000000
2444679.446290,0.086894,0.209600,1.603213,0.000000
2444691.552463,0.081814,0.190524,1.334590,0.000000
2444703.659272,0.079533,0.182090,2.222796,0.000000
2444715.930541,0.077946,0.175263,1.728785,0.000000
2444728.081838,0.084866,0.204686,0.961182,0.000000
2444740.302924,0.079072,0.178274,1.934397,0.000000
2444752.985929,0.071989,0.144205,2.265154,0.000000
2444765.193868,0.097570,0.250807,1.010950,0.000000
2444777.389702,0.074149,0.153607,1.694985,0.000000
2444789.776477,0.074924,0.156253,1.464631,0.000000
2444802.162942,0.081870,0.189336,1.462900,0.000000
2444814.502539,0.071447,0.143410,1.650857,0.000000
2444826.381194,0.089296,0.214573,1.835938,0.000000
2444839.115376,0.077678,0.168376,2.248400,0.000000
2444851.137437,0.085664,0.207027,2.127675,0.000000
2444863.437573,0.070695,0.135760,3.878558,0.000000
2444875.934687,0.080434,0.183324,1.178386,0.000000
2444888.514732,0.085411,0.197652,0.851527,0.000000
2444900.531329,0.079321,0.177930,1.653815,0.000000
2444912.920325,0.076629,0.167368,1.098936,0.000000
2444924.902359,0.091282,0.221093,0.960854,0.000000
2444936.986621,0.078758,0.171609,2.495303,0.000000
2444948.917964,0.128482,0.326966,1.368413,0.000000
2444961.276061,0.079739,0.173907,4.354467,0.000000
2444973.781833,0.087727,0.208327,1.242220,0.000000
2444985.715983,0.088502,0.217835,1.061328,0.000000
2444998.221592,0.078849,0.177955,1.734025,0.000000
2445010.577975,0.076236,0.160227,2.554280,0.000000
2445022.850906,0.069923,0.133263,1.703282,0.000000
2445035.188204,0.093961,0.230637,0.953848,0.000000
2445047.202239,0.100943,0.264568,1.113285,0.000000
2445059.436661,0.067497,0.122933,2.338359,0.000000
2445071.699865,0.068862,0.127447,2.870907,0.000000
2445083.997925,0.088083,0.217665,0.781195,0.000000
2445096.570558,0.077779,0.164159,1.197334,0.000000
2445108.540003,0.083343,0.193054,1.573068,0.000000
2445120.808488,0.086567,0.208320,1.103099,0.000000
2445133.170063,0.084654,0.201430,0.974735,0.000000
2445145.653706,0.075587,0.160200,2.090606,0.000000
2445157.919332,0.071497,0.142120,1.594975,0.000000
2445170.244181,0.087661,0.206065,1.499277,0.000000
2445182.594383,0.075017,0.160496,1.222228,0.000000
2445194.731489,0.067272,0.117498,3.054841,0.000000
2445206.793876,0.084657,0.202875,1.276977,0.000000
2445219.314914,0.075376,0.162916,1.171325,0.000000
2445231.709110,0.086826,0.198395,1.688297,0.000000
2445243.652782,0.074605,0.151926,1.306705,0.000000
2445255.962469,0.076283,0.166712,0.940971,0.000000
2445268.491987,0.074791,0.153650,3.878617,0.000000
2445280.615235,0.078018,0.170127,1.494239,0.000000
2445293.295123,0.074652,0.154189,2.395472,0.000000
2445305.521727,0.080538,0.184728,1.488911,0.000000
2445317.778399,0.072313,0.147230,1.358661,0.000000
2445329.862503,0.079074,0.173929,1.868006,0.000000
2445342.499108,0.072714,0.149478,0.896032,0.000000
2445354.689581,0.071422,0.139898,1.326191,0.000000
2445367.012326,0.080081,0.179450,1.615659,0.000000
2445379.567388,0.085999,0.199783,1.758719,0.000000
2445391.417794,0.075396,0.160416,1.299742,0.000000
2445403.572259,0.073460,0.153288,0.997108,0.000000
2445415.727692,0.082739,0.196376,0.789450,0.000000
2445427.631790,0.087372,0.190276,2.001785,0.000000
2445440.331768,0.072801,0.148643,2.929739,0.000000
2445452.419851,0.075287,0.160589,1.655226,0.000000
2445464.516781,0.074072,0.150657,2.859831,0.000000
2445476.585878,0.075928,0.163574,1.014424,0.000000
2445488.906700,0.079754,0.179116,1.769492,0.000000
2445501.387368,0.068548,0.125481,1.797380,0.000000
2445513.250334,0.068133,0.125802,2.537002,0.000000
2445525.758284,0.068817,0.129852,1.324168,0.000000
2445538.422638,0.066183,0.115513,2.943719,0.000000
2445550.556404,0.076148,0.164270,1.543819,0.000000
2445562.414476,0.084068,0.195658,1.345203,0.000000
2445574.685795,0.087587,0.210437,0.748146,0.000000
2445586.982325,0.084348,0.190382,0.951670,0.000000
2445599.452149,0.082822,0.192276,0.966935,0.000000
2445611.818299,0.079895,0.180040,1.574894,0.000000
2445623.767691,0.074399,0.151797,1.981090,0.000000
2445636.111707,0.068930,0.131627,0.824222,0.000000
2445648.247937,0.097541,0.236492,1.289834,0.000000
2445660.542354,0.070877,0.140065,0.888940,0.000000
2445672.807262,0.080433,0.179220,0.980369,0.000000
2445684.990748,0.079935,0.180135,1.622994,0.000000
2445697.037121,0.090183,0.221198,0.932741,0.000000
2445709.406366,0.080241,0.168185,1.961084,0.000000
2445721.682270,0.077081,0.171199,1.043373,0.000000
2445733.950816,0.080551,0.180773,1.437084,0.000000
2445746.095185,0.080828,0.186700,2.147411,0.000000
2445758.400571,0.080109,0.167447,1.050580,0.000000
2445770.803765,0.087366,0.202703,2.415365,0.000000
2445783.117252,0.084222,0.186699,2.320289,0.000000
2445795.090187,0.067603,0.123733,0.979746,0.000000
2445807.235809,0.076113,0.166448,1.025523,0.000000
2445819.700447,0.093496,0.228966,1.131260,0.000000
2445831.957110,0.071757,0.144240,1.198556,0.000000
2445844.062991,0.070452,0.135943,1.190947,0.000000
2445856.467240,0.074948,0.150667,2.262216,0.000000
2445868.654264,0.076711,0.167443,0.966280,0.000000
2445880.759461,0.081520,0.183451,1.812009,0.000000
2445893.204047,0.075336,0.160884,1.636386,0.000000
2445905.546798,0.084158,0.197931,2.032905,0.000000
2445917.847008,0.108522,0.289142,1.985754,0.000000
2445930.126303,0.084237,0.204070,1.378067,0.000000
2445942.348276,0.082753,0.190645,1.461890,0.000000
2445954.765693,0.082414,0.185988,1.814887,0.000000
2445966.652979,0.083927,0.197154,0.965841,0.000000
2445978.792002,0.101524,0.259746,1.230235,0.000000
2445991.204106,0.083896,0.202913,0.885144,0.000000
2446003.490877,0.091194,0.220508,2.022377,0.000000
2446015.795179,0.092781,0.224661,1.386069,0.000000
2446028.080280,0.096887,0.250448,1.419570,0.000000
2446040.379268,0.139834,0.368278,0.753201,0.000000
2446052.176039,0.123557,0.315485,1.139601,0.000000
2446064.563912,0.120263,0.307323,1.456784,0.000000
2446077.144691,0.103615,0.259131,0.956659,0.000000
2446089.154303,0.084212,0.192710,1.482901,0.000000
2446101.813159,0.099240,0.243746,1.641858,0.000000
2446113.955511,0.073869,0.156138,1.417018,0.000000
2446126.271467,0.087025,0.213823,1.781377,0.000000
2446138.530996,0.116875,0.316178,1.065562,0.000000
2446151.032448,0.082430,0.196082,0.887939,0.000000
2446163.298828,0.074583,0.150958,2.792133,0.000000
