timestamp,CH1,CH2,CH3,CH4
2439635.592122,-0.559049,-0.553660,0.883130,-0.400478
2439635.596750,-0.559049,-0.553660,0.883130,-0.400478
2439635.601378,-0.559049,-0.553660,0.883130,-0.400478
2439635.606006,-0.559049,-0.553660,0.883130,-0.400478
2439635.610634,-0.559049,-0.553660,0.883130,-0.400478
2439635.615262,-0.559049,-0.553660,0.883130,-0.400478
2439635.619890,-0.559049,-0.553660,0.883130,-0.400478
2439635.624518,-0.559049,-0.553660,0.883130,-0.400478
2439635.629146,-0.559049,-0.553660,0.883130,-0.400478
2439635.633774,-0.559049,-0.553660,0.883130,-0.400478
2439635.638402,-0.559049,-0.553660,0.883130,-0.400478
2439635.643030,-0.559049,-0.553660,0.883130,-0.400478
2439635.646577,-0.559049,-0.553660,0.883130,-0.400478
2439635.651203,-0.559049,-0.553660,0.883130,-0.400478
2439635.655830,-0.559049,-0.553660,0.883130,-0.400478
2439635.660456,-0.559049,-0.553660,0.883130,-0.400478
2439635.665082,-0.559049,-0.553660,0.883130,-0.400478
2439635.669709,-0.559049,-0.553660,0.883130,-0.400478
2439635.674335,-0.559049,-0.553660,0.883130,-0.400478
2439635.678961,-0.559049,-0.553660,0.883130,-0.400478
2439635.683588,-0.559049,-0.553660,0.883130,-0.400478
2439635.688214,-0.559049,-0.553660,0.883130,-0.400478
2439635.692840,-0.559049,-0.553660,0.883130,-0.400478
2439635.697467,-0.559049,-0.553660,0.883130,-0.400478
2439635.701048,-0.559049,-0.553660,0.883130,-0.400478
2439635.705673,-0.559049,-0.553660,0.883130,-0.400478
2439635.710297,-0.559049,-0.553660,0.883130,-0.400478
2439635.714922,-0.559049,-0.553660,0.883130,-0.400478
2439635.719547,-0.559049,-0.553660,0.883130,-0.400478
2439635.724171,-0.559049,-0.553660,0.883130,-0.400478
2439635.728796,-0.559049,-0.553660,0.883130,-0.400478
2439635.733421,-0.559049,-0.553660,0.883130,-0.400478
2439635.738045,-0.559049,-0.553660,0.883130,-0.400478
2439635.742670,-0.559049,-0.553660,0.883130,-0.400478
2439635.747295,-0.559049,-0.553660,0.883130,-0.400478
2439635.751919,-0.341282,-0.337568,0.821538,-0.127639
2439635.755511,-0.123515,-0.121475,0.759947,0.145200
2439635.760134,0.094252,0.094617,0.698356,0.418040
2439635.764757,0.312019,0.310709,0.636764,0.690879
2439635.769380,0.529786,0.526802,0.575173,0.963718
2439635.774003,0.685472,0.678197,0.513581,1.111016
2439635.778626,0.841158,0.829593,0.451990,1.258314
2439635.783249,0.996844,0.980988,0.390399,1.405611
2439635.787872,1.152529,1.132383,0.328807,1.552909
2439635.792495,1.308215,1.283779,0.267216,1.700207
2439635.797118,-1.797825,-1.820398,0.317259,1.453672
2439635.801741,-0.913742,-0.936919,0.367303,1.207137
2439635.806364,-0.029658,-0.053440,0.417346,0.960601
2439635.810045,0.854425,0.830039,0.467390,0.714066
2439635.814666,1.738508,1.713518,0.517433,0.467531
2439635.819288,1.191549,1.131585,0.798110,0.220996
2439635.823909,1.116528,1.072795,0.567262,0.376811
2439635.828531,1.041507,1.014005,0.336415,0.532626
2439635.833152,0.966485,0.955215,0.105567,0.688441
2439635.837774,0.891464,0.896425,-0.125280,0.844256
2439635.842396,0.928312,0.934648,-2.215912,1.000071
2439635.847017,0.965159,0.972872,-1.409200,1.155886
2439635.851639,1.002007,1.011095,-0.602488,1.311701
2439635.856260,1.038854,1.049318,0.204224,1.467516
2439635.860882,1.075702,1.087541,1.010937,1.623332
2439635.864676,0.602547,0.623069,1.186958,1.327033
2439635.869296,0.129392,0.158596,1.362980,1.030734
2439635.873916,-0.343764,-0.305876,1.539001,0.734435
2439635.878537,-0.816919,-0.770349,1.715022,0.438137
2439635.883157,-1.290074,-1.234822,1.891044,0.141838
2439635.887777,-1.120709,-1.075096,1.933117,-0.168867
2439635.892398,-0.951343,-0.915370,1.975189,-0.479572
2439635.897018,-0.781978,-0.755644,2.017262,-0.790277
2439635.901638,-0.612613,-0.595919,2.059335,-1.100982
2439635.906258,-0.443247,-0.436193,2.101408,-1.411687
2439635.910879,-0.273882,-0.276467,2.143481,-1.289564
2439635.915499,-0.104517,-0.116742,2.185553,-1.167441
2439635.919609,0.064849,0.042984,1.723930,-1.045318
2439635.924229,0.234214,0.202710,1.262307,-0.923195
2439635.928849,0.403579,0.362436,0.800684,-0.801072
2439635.933468,0.572945,0.522161,0.339061,-0.678949
2439635.938088,0.742310,0.681887,-0.122563,-0.556826
2439635.942707,0.713098,0.653627,-0.116789,-0.571541
2439635.947327,0.683886,0.625366,-0.111015,-0.586255
2439635.951946,0.654675,0.597105,-0.105242,-0.600970
2439635.955893,0.625463,0.568845,-0.099468,-0.615685
2439635.960512,0.596251,0.540584,-0.093694,-0.630400
2439635.965131,0.567040,0.512324,-0.087921,-0.645114
2439635.969749,0.537828,0.484063,-0.082147,-0.659829
2439635.974368,0.508616,0.455803,-0.076373,-0.674544
2439635.978986,0.479405,0.427542,-0.070600,-0.689259
2439635.983605,0.450193,0.399282,-0.064826,-0.703973
2439635.988224,0.420981,0.371021,-0.059053,-0.718688
2439635.992842,0.391769,0.342760,-0.053279,-0.733403
2439635.997461,0.362558,0.314500,-0.047505,-0.748117
2439636.002079,0.333346,0.286239,-0.041732,-0.762832
2439636.006698,0.304134,0.257979,-0.035958,-0.777547
2439636.010869,0.274923,0.229718,-0.030184,-0.792262
