timestamp,ch_1,ch_2,ch_3,ch_4
2439562.345057,0.000000,0.000000,1361.139648,0.000000
2439562.349865,876.036133,878.602844,615.119324,975.959839
2439562.354673,1450.000000,1450.000000,8.939144,1450.000000
2439562.359482,1208.466064,1207.404053,329.774780,1154.565674
2439562.364290,193.474945,192.147354,1206.607422,136.388336
2439562.369098,0.000000,0.000000,1416.102051,0.000000
2439562.373907,736.019043,739.824829,725.752319,841.164612
2439562.378715,1450.000000,1450.000000,41.952023,1450.000000
2439562.383524,1322.196777,1320.869141,228.346451,1274.137817
2439562.388332,320.658600,319.242493,1106.683716,262.686920
2439562.393140,0.000000,0.000000,1450.000000,0.000000
2439562.397949,592.019165,595.824951,836.208252,702.829163
2439562.401009,1450.000000,1450.000000,95.940910,1450.000000
2439562.405813,1417.695190,1416.367554,153.027527,1373.796021
2439562.410617,449.346893,448.019287,1004.016357,395.446503
2439562.415421,0.000000,0.000000,1450.000000,0.000000
2439562.420226,452.710114,456.161865,968.613831,554.403931
2439562.425030,1419.376831,1421.500977,180.375992,1450.000000
2439562.429834,1450.000000,1450.000000,91.869621,1450.000000
2439562.434638,589.452454,587.416809,884.178711,527.940552
2439562.439443,0.000000,0.000000,1450.000000,0.000000
2439562.444247,318.976990,322.163208,1068.714478,421.201843
2439562.449051,1321.311768,1323.878418,257.199524,1392.116821
2439562.453856,1450.000000,1450.000000,30.534700,1450.000000
2439562.457567,730.177612,727.964966,746.728333,676.542786
2439562.462368,0.000000,0.000000,1442.653931,0.000000
2439562.467169,194.979553,197.811752,1149.078369,282.866394
2439562.471970,1209.793701,1212.448853,345.351898,1292.547119
2439562.476771,1450.000000,1450.000000,7.788561,1450.000000
2439562.481572,874.177490,872.318848,637.599976,808.771301
2439562.486373,0.000000,0.000000,1413.446899,0.000000
2439562.491175,82.399437,84.169563,1240.239868,161.524139
2439562.495976,1088.008911,1090.310059,445.895142,1180.321045
2439562.500777,1450.000000,1450.000000,0.000000,1450.000000
2439562.505578,1007.202576,1005.343933,497.759857,956.576965
2439562.510379,22.038088,20.444973,1334.587646,0.000000
2439562.512474,0.000000,0.000000,1315.116333,47.704937
2439562.517270,953.567749,956.311401,548.739563,1056.323608
2439562.522066,1450.000000,1450.000000,2.301166,1450.000000
2439562.526862,1138.015015,1136.687378,385.002747,1078.273193
