timestamp,ch_1,ch_2,ch_3,ch_4
2253033.940635,0.000000,0.000000,1308.832275,1408.401978
2253033.945378,899.047791,900.021362,1450.000000,389.782104
2253033.950121,1450.000000,1450.000000,575.379944,0.000000
2253033.954864,1216.520142,1215.989136,0.000000,365.354340
2253033.959607,0.000000,0.000000,783.104431,1450.000000
2253033.964350,302.249268,303.134338,1450.000000,993.218567
2253033.969093,1312.903564,1313.611694,1166.160034,22.126595
2253033.973836,1450.000000,1450.000000,157.629852,0.000000
2253033.978579,705.484314,704.953308,0.000000,896.481079
2253033.983322,0.000000,0.000000,654.858704,1450.000000
2253033.988065,186.217422,187.102478,1450.000000,1120.667725
2253033.992808,1200.146484,1201.208618,1291.927612,118.510040
2253034.000111,1450.000000,1450.000000,276.493927,0.000000
2253034.004856,861.963623,860.193481,0.000000,742.214478
2253034.009601,0.000000,0.000000,506.699005,1450.000000
2253034.014346,79.478729,80.540802,1450.000000,1237.319214
2253034.019091,1083.141113,1084.114624,1403.003052,220.469391
2253034.023836,1450.000000,1450.000000,399.163757,0.000000
2253034.028581,1015.964722,1014.991150,0.000000,590.868591
2253034.033326,22.480619,21.684063,370.753204,1450.000000
2253034.038071,0.000000,0.000000,1382.735107,1347.509644
2253034.042816,961.798828,962.949402,1450.000000,332.164429
2253034.047561,1450.000000,1450.000000,528.029053,0.000000
2253034.052306,1157.574951,1156.866821,0.000000,428.282379
2253034.056986,134.972229,134.264175,242.595978,1435.219482
2253034.061729,0.000000,0.000000,1265.110229,1448.760864
2253034.066472,839.660034,840.810608,1450.000000,445.187073
2253034.071214,1450.000000,1450.000000,655.832275,0.000000
2253034.075957,1283.254028,1282.014893,0.000000,286.760651
2253034.080700,269.855957,268.174316,131.785995,1316.709351
2253034.085443,0.000000,0.000000,1134.651733,1450.000000
2253034.090185,708.316528,709.555664,1450.000000,570.512085
2253034.094928,1450.000000,1450.000000,783.812500,0.000000
2253034.099671,1386.098389,1385.213379,0.000000,175.685165
2253034.104413,412.793762,411.377655,37.438198,1191.030273
2253034.109156,0.000000,0.000000,992.599060,1450.000000
2253034.114846,565.555786,566.617859,1450.000000,712.387817
2253034.119588,1450.000000,1450.000000,915.332947,0.000000
2253034.124330,1450.000000,1450.000000,0.000000,84.346581
2253034.129072,546.172852,544.756775,0.000000,1063.581177
2253034.133814,663.709351,661.939209,0.000000,947.106750
2253034.138556,0.000000,0.000000,707.874023,1450.000000
2253034.143298,263.394989,265.342133,1450.000000,1041.366089
2253034.148040,1279.271240,1280.952759,1196.517700,56.290058
2253034.152781,1450.000000,1450.000000,182.500153,0.000000
2253034.157523,780.095215,778.325073,0.000000,829.216248
2253034.162265,0.000000,0.000000,579.097229,1450.000000
2253034.167007,132.582550,133.556122,1450.000000,1184.215332
2253034.172602,1145.803589,1146.777100,1325.294556,168.073608
2253034.177342,1450.000000,1450.000000,303.576874,0.000000
2253034.182083,906.570862,905.951294,0.000000,703.183167
2253034.186824,0.000000,0.000000,452.798645,1450.000000
2253034.191565,31.419764,32.039310,1448.052856,1307.593262
2253034.196306,1014.283081,1015.256653,1436.104492,295.611298
2253034.201047,1450.000000,1450.000000,436.867493,0.000000
2253034.205788,1041.277588,1039.507446,0.000000,563.077576
2253034.210528,50.537144,49.209545,337.386322,1450.000000
2253034.215269,0.000000,0.000000,1350.961304,1409.641113
2253034.220010,881.346497,882.231567,1450.000000,423.237488
2253034.224751,1450.000000,1450.000000,580.778870,0.000000
2253034.227493,1179.613037,1178.285400,0.000000,416.422516
2253034.232228,163.648300,162.409210,219.407318,1409.110107
2253034.236963,0.000000,0.000000,1235.372070,1450.000000
2253034.241698,750.180054,751.065125,1450.000000,548.208496
2253034.246433,1450.000000,1450.000000,722.654602,0.000000
2253034.251168,1305.203613,1304.141479,0.000000,279.680145
2253034.255903,295.611298,294.372223,110.898491,1299.096680
2253034.260638,0.000000,0.000000,1106.860718,1450.000000
2253034.265373,620.075684,620.960754,1450.000000,671.320862
2253034.270108,1450.000000,1450.000000,858.600403,0.000000
2253034.274843,1412.561768,1412.207764,0.000000,145.504486
2253034.279579,442.443390,441.912354,17.258743,1155.273804
2253034.283548,0.000000,0.000000,967.463196,1450.000000
2253034.288281,491.829956,492.803528,1450.000000,793.459656
2253034.293015,1437.874634,1438.582642,990.740417,0.000000
2253034.297748,1450.000000,1450.000000,35.668072,40.447414
2253034.302570,601.400818,599.542236,0.000000,1002.511719
2253034.307303,0.000000,0.000000,816.294312,1450.000000
2253034.312035,362.522125,363.761200,1450.000000,923.829590
2253034.316767,1351.403931,1352.111938,1120.136719,0.000000
2253034.321499,1450.000000,1450.000000,125.236526,0.000000
2253034.326232,758.942200,757.791626,0.000000,854.883118
2253034.330964,0.000000,0.000000,667.161072,1450.000000
2253034.335696,232.063721,233.125793,1450.000000,1068.625977
2253034.342515,106.296158,108.066284,1450.000000,1214.130493
2253034.347248,1131.022949,1133.324219,1358.661377,195.510590
2253034.351981,1450.000000,1450.000000,334.642609,0.000000
2253034.356715,1011.804932,1010.565857,0.000000,596.887024
2253034.361448,16.993225,15.842642,380.223389,1450.000000
2253034.366181,0.000000,0.000000,1400.701904,1342.464722
2253034.370914,979.146057,981.535706,1450.000000,323.490814
2253034.375647,1450.000000,1450.000000,466.959656,0.000000
2253034.380380,1119.959717,1118.543579,0.000000,481.474701
2253034.385113,110.632973,109.482391,264.722565,1450.000000
2253034.389846,0.000000,0.000000,1287.856323,1450.000000
2253034.394580,824.171387,825.233459,1450.000000,471.827515
2253034.399535,1450.000000,1450.000000,613.791748,0.000000
2253034.404268,1229.796143,1228.468506,0.000000,362.876160
2253034.409000,214.362442,212.857834,159.488495,1363.971802
2253034.413732,0.000000,0.000000,1165.186523,1450.000000
2253034.418465,679.906006,680.702576,1450.000000,622.907898
2253034.423197,1450.000000,1450.000000,765.137634,0.000000
2253034.427930,1338.570435,1337.596924,0.000000,241.533905
2253034.432662,335.350677,333.846069,64.167122,1257.144653
2253034.437681,0.000000,0.000000,1034.905029,1450.000000
2253034.442414,534.047485,536.437134,1450.000000,765.668701
2253034.447146,1450.000000,1450.000000,917.988159,0.000000
2253034.451839,1439.113770,1437.963135,0.000000,124.528473
2253034.456571,471.119446,469.703339,0.000000,1133.412720
2253034.461303,0.000000,0.000000,902.411011,1450.000000
2253034.466035,401.641937,403.766083,1450.000000,898.251221
2253034.470767,1388.222534,1389.727173,1061.722534,0.000000
2253034.475499,1450.000000,1450.000000,80.186775,22.215101
2253034.480231,622.022827,620.960754,0.000000,995.519714
2253034.484963,0.000000,0.000000,762.305420,1450.000000
2253034.489695,279.237610,281.184753,1450.000000,1022.514160
2253034.494427,1289.006836,1290.599976,1191.561401,49.209545
2253034.499159,1450.000000,1450.000000,181.261063,0.000000
2253034.503891,774.165283,773.545715,0.000000,828.065674
2253034.507874,0.000000,0.000000,621.757324,1450.000000
2253034.512605,165.595428,167.365555,1450.000000,1145.538086
2253034.517335,1182.445190,1184.657837,1310.690918,142.052734
2253034.522066,1450.000000,1450.000000,294.460724,0.000000
2253034.526797,928.343384,926.661804,0.000000,668.931213
2253034.531904,0.000000,0.000000,473.332123,1450.000000
2253034.536635,59.830311,61.423428,1450.000000,1265.110229
2253034.541366,1069.953613,1072.166260,1417.164185,244.189102
2253034.546330,1450.000000,1450.000000,412.262695,0.000000
2253034.551061,1076.414551,1075.264038,0.000000,522.187622
2253034.555791,60.184338,59.033752,339.156433,1450.000000
2253034.560522,0.000000,0.000000,1360.962524,1378.398315
2253034.565252,946.841248,949.496399,1450.000000,359.424408
2253034.570115,802.841370,805.231018,1450.000000,495.281708
2253034.574844,1450.000000,1450.000000,664.063354,0.000000
2253034.579574,1303.433472,1302.813843,0.000000,280.211182
2253034.584303,298.355011,297.823975,113.288162,1300.424194
2253034.589033,0.000000,0.000000,1105.975708,1450.000000
2253034.593762,646.008057,647.335632,1450.000000,644.237915
2253034.598492,1450.000000,1450.000000,804.877014,0.000000
2253034.603221,1393.355957,1392.382324,0.000000,178.340347
2253034.607951,416.334015,415.183411,20.799000,1189.525757
2253034.612680,0.000000,0.000000,958.524048,1450.000000
2253034.617410,490.325348,491.298920,1450.000000,802.841370
2253034.622139,1448.229858,1448.937866,956.045898,0.000000
2253034.624785,1450.000000,1450.000000,16.816212,80.629311
2253034.629511,539.534912,537.941772,0.000000,1072.254761
2253034.634237,0.000000,0.000000,824.879456,1450.000000
2253034.638963,349.334686,351.547333,1450.000000,959.232117
2253034.643689,1350.961304,1352.731445,1106.595215,0.000000
2253034.648414,1450.000000,1450.000000,112.137581,0.000000
2253034.653140,671.409363,670.081787,0.000000,945.248108
2253034.657866,0.000000,0.000000,693.801514,1450.000000
2253034.662592,215.513031,217.194656,1450.000000,1097.479126
2253034.667318,1231.743286,1233.513428,1241.921509,95.498383
2253034.672043,1450.000000,1450.000000,224.363663,0.000000
2253034.676769,810.098877,808.682800,0.000000,807.620728
2253034.680103,0.000000,0.000000,562.015503,1450.000000
2253034.684826,104.083504,105.588112,1450.000000,1218.290283
2253034.689550,1108.630859,1110.666504,1361.405151,203.741684
2253034.694273,1450.000000,1450.000000,349.246155,0.000000
2253034.698917,960.736755,958.435547,0.000000,657.779419
2253034.703639,0.000000,0.000000,432.265137,1450.000000
2253034.708362,7.611548,8.939144,1427.961914,1327.153198
2253034.713084,985.607056,987.554138,1450.000000,317.826416
2253034.717807,1450.000000,1450.000000,479.970093,0.000000
2253034.722529,1098.010132,1097.390625,0.000000,495.370209
2253034.727252,88.506378,87.975342,307.294159,1450.000000
2253034.731974,0.000000,0.000000,1324.851929,1429.112549
2253034.736697,858.069336,860.104980,1450.000000,436.778992
2253034.741419,1450.000000,1450.000000,609.454895,0.000000
2253034.746141,1231.831787,1230.504150,0.000000,349.865723
2253034.750864,212.149796,210.556671,179.756454,1366.272949
2253034.755652,0.000000,0.000000,1193.065918,1450.000000
2253034.760374,731.947754,734.514404,1450.000000,558.652283
2253034.765096,1450.000000,1450.000000,744.958191,0.000000
2253034.769818,1349.633789,1348.571655,0.000000,223.478607
2253034.776102,898.162720,897.631714,0.000000,731.239685
2253034.780825,0.000000,0.000000,485.368988,1450.000000
2253034.785548,64.521149,66.025757,1450.000000,1267.057251
2253034.790271,1070.661621,1073.139893,1397.427246,249.410980
2253034.794994,1450.000000,1450.000000,381.285492,0.000000
2253034.799717,1017.823364,1017.380798,0.000000,602.374390
2253034.804440,31.154245,30.534700,366.062378,1450.000000
2253034.809163,0.000000,0.000000,1380.433960,1379.991455
2253034.813886,922.944519,925.334167,1450.000000,381.639496
2253034.818609,1450.000000,1450.000000,521.037048,0.000000
2253034.823332,1140.404663,1139.962158,0.000000,470.942444
2253034.828055,130.812424,130.015869,245.605194,1442.919434
2253034.832620,0.000000,0.000000,1263.782593,1450.000000
2253034.837342,775.227356,777.617065,1450.000000,515.992188
2253034.842064,1450.000000,1450.000000,670.347290,0.000000
2253034.846787,1263.959595,1263.251587,0.000000,331.810425
2253034.854178,247.375320,246.667282,138.955017,1341.845215
2253034.858904,0.000000,0.000000,1140.847168,1450.000000
2253034.863629,643.264343,645.831055,1450.000000,644.414917
2253034.868354,1450.000000,1450.000000,815.674805,0.000000
2253034.873079,1373.442017,1372.822388,0.000000,195.776108
2253034.877805,378.807312,378.187744,41.598000,1212.271851
2253034.882530,0.000000,0.000000,1005.875000,1450.000000
2253034.887255,513.336975,515.549683,1450.000000,775.050354
2253034.891980,1450.000000,1450.000000,954.983826,0.000000
2253034.896706,1450.000000,1450.000000,11.771348,81.425865
2253034.901431,532.011841,530.241699,0.000000,1071.546753
2253034.906156,0.000000,0.000000,866.123413,1450.000000
2253034.911527,387.215393,389.074036,1450.000000,905.154724
2253034.916253,1370.875244,1372.114380,1087.831909,0.000000
2253034.920979,1450.000000,1450.000000,100.454742,0.000000
2253034.925705,693.004944,692.031372,0.000000,925.688232
2253034.932051,0.000000,0.000000,718.494751,1450.000000
2253034.936779,262.421417,264.014526,1450.000000,1034.993530
2253034.941507,1274.049316,1275.376953,1212.448853,63.459072
2253034.946235,1450.000000,1450.000000,199.670395,0.000000
2253034.950964,845.058899,844.616394,0.000000,760.889343
2253034.955692,0.000000,0.000000,566.352295,1450.000000
