timestamp,attention_score,engagement_index,theta_alpha_ratio,level
2444218.273463,0.098987,0.246308,2.351688,0.000000
2444230.543227,0.096979,0.252137,0.959929,0.000000
2444242.459967,0.148757,0.400183,1.675622,0.000000
2444254.877642,0.066644,0.116924,4.421894,0.000000
2444267.182434,0.091802,0.228843,1.912654,0.000000
2444279.345239,0.079120,0.176646,2.991216,0.000000
2444291.831456,0.087856,0.216568,2.033313,0.000000
2444303.574818,0.110327,0.273426,2.038543,0.000000
2444315.820900,0.118593,0.298791,2.557765,0.000000
2444328.030262,0.082415,0.182206,1.528003,0.000000
2444340.514946,0.082875,0.184388,1.684641,0.000000
2444352.357863,0.073665,0.150548,1.227416,0.000000
2444364.477343,0.069865,0.134671,2.472384,0.000000
2444376.342771,0.069839,0.135034,1.986470,0.000000
2444388.630033,0.079807,0.180897,1.826339,0.000000
2444400.606413,0.073184,0.142456,2.793376,0.000000
2444412.739208,0.067752,0.119061,3.127500,0.000000
2444424.653155,0.091192,0.217078,1.493866,0.000000
2444436.696747,0.072667,0.146032,2.510690,0.000000
2444449.013094,0.084541,0.200290,1.007086,0.000000
2444461.583461,0.080370,0.176790,1.174344,0.000000
2444474.120101,0.083794,0.198996,1.065543,0.000000
2444486.353230,0.082645,0.178408,1.143086,0.000000
2444498.606946,0.086323,0.209819,1.191187,0.000000
2444511.011662,0.088692,0.212164,1.357573,0.000000
2444523.119191,0.086552,0.209044,1.927468,0.000000
2444535.366306,0.083684,0.196712,2.099087,0.000000
2444547.257686,0.123604,0.339667,0.812923,0.000000
2444559.757815,0.073514,0.151505,2.292762,0.000000
2444571.916333,0.103596,0.270097,1.395488,0.000000
2444584.409161,0.080528,0.185377,0.988670,0.000000
2444596.807853,0.103651,0.264294,1.004187,0.000000
2444608.882469,0.088763,0.219021,1.297363,0.000000
