timestamp,CH1,CH2,CH3,CH4
2447927.873515,1.071872,1.488712,-1.582380,-0.959553
2447927.878237,1.071872,1.488712,-1.582380,-0.959553
2447927.882958,1.071872,1.488712,-1.582380,-0.959553
2447927.887680,1.071872,1.488712,-1.582380,-0.959553
2447927.892401,1.071872,1.488712,-1.582380,-0.959553
2447927.897122,1.071872,1.488712,-1.582380,-0.959553
2447927.901844,1.071872,1.488712,-1.582380,-0.959553
2447927.906565,1.071872,1.488712,-1.582380,-0.959553
2447927.909182,1.071872,1.488712,-1.582380,-0.959553
2447927.913900,1.071872,1.488712,-1.582380,-0.959553
2447927.918617,1.071872,1.488712,-1.582380,-0.959553
2447927.923334,1.071872,1.488712,-1.582380,-0.959553
2447927.928052,1.071872,1.488712,-1.582380,-0.959553
2447927.932769,1.071872,1.488712,-1.582380,-0.959553
2447927.937486,1.071872,1.488712,-1.582380,-0.959553
2447927.942204,1.071872,1.488712,-1.582380,-0.959553
2447927.946921,1.071872,1.488712,-1.582380,-0.959553
2447927.951638,1.071872,1.488712,-1.582380,-0.959553
2447927.956356,1.071872,1.488712,-1.582380,-0.959553
2447927.961073,1.071872,1.488712,-1.582380,-0.959553
2447927.963841,1.071872,1.488712,-1.582380,-0.959553
2447927.968554,1.071872,1.488712,-1.582380,-0.959553
2447927.973268,1.071872,1.488712,-1.582380,-0.959553
2447927.977981,1.071872,1.488712,-1.582380,-0.959553
2447927.982695,1.071872,1.488712,-1.582380,-0.959553
2447927.987408,1.071872,1.488712,-1.582380,-0.959553
2447927.992122,1.071872,1.488712,-1.582380,-0.959553
2447927.996835,1.071872,1.488712,-1.582380,-0.959553
2447928.001549,1.071872,1.488712,-1.582380,-0.959553
2447928.006262,1.071872,1.488712,-1.582380,-0.959553
2447928.010975,1.071872,1.488712,-1.582380,-0.959553
2447928.015689,1.071872,1.488712,-1.582380,-0.959553
2447928.018651,1.071872,1.330842,-1.447322,-0.959553
2447928.023361,1.071872,1.172972,-1.312264,-0.959553
2447928.028071,1.071872,1.015102,-1.177206,-0.959553
2447928.032780,1.071872,0.857232,-1.042148,-0.959553
2447928.037490,1.071872,0.699362,-0.907090,-0.959553
2447928.042200,1.071872,0.549618,-0.705930,-0.959553
2447928.046910,1.071872,0.399874,-0.504771,-0.959553
2447928.051620,1.071872,0.250130,-0.303612,-0.959553
2447928.056330,1.071872,0.100386,-0.102452,-0.959553
2447928.061040,1.071872,-0.049358,0.098707,-0.959553
2447928.065750,0.613460,-0.297389,0.347172,-0.654395
2447928.070459,0.155048,-0.545419,0.595637,-0.349237
2447928.074601,-0.303363,-0.793450,0.844103,-0.044079
2447928.079310,-0.761775,-1.041481,1.092568,0.261079
2447928.084019,-1.220186,-1.289512,1.341033,0.566237
2447928.088728,-1.104444,-1.379523,1.548087,0.871395
2447928.092058,-0.988701,-1.469535,1.755140,0.870169
2447928.096764,-0.872958,-1.559547,1.816352,0.868943
2447928.101469,-0.757216,-1.649558,1.877563,0.867717
2447928.106175,-0.641473,-1.739570,1.938775,0.866491
2447928.110881,-0.525730,-1.829581,1.999986,0.865265
2447928.115586,-0.409987,-1.919593,2.061198,-1.405584
2447928.120292,-0.314119,-1.787498,1.875516,-0.975795
2447928.124997,-0.218250,-1.655404,1.689834,-0.546006
2447928.129703,-0.122382,-1.523309,1.504152,-0.116217
2447928.134409,-0.026513,-1.391215,1.318470,0.313572
2447928.139114,0.069355,-1.259120,1.132788,1.985041
2447928.143820,0.165224,-1.127026,0.947106,1.415862
2447928.148095,0.261092,-0.994931,0.761424,0.846684
2447928.152800,0.356961,-0.862836,0.575742,0.277505
2447928.157505,0.452829,-0.730742,0.390060,-0.291673
2447928.162209,0.548698,-0.598647,0.204379,-0.486378
2447928.166616,0.644566,-0.466553,0.018697,-0.681083
2447928.171319,0.740435,-0.404191,0.333428,-0.875789
2447928.176023,0.836303,-0.341830,0.648160,-1.070494
2447928.179942,0.932172,-0.279468,0.962891,-1.265199
2447928.184644,1.028040,-0.217107,1.277623,-1.009573
2447928.189346,1.123909,-0.154745,1.592354,-0.753947
2447928.194048,0.901070,-0.092383,1.129298,-0.498320
2447928.198750,0.678231,-0.030022,0.666243,-0.242694
2447928.203452,0.455392,0.032340,0.203187,0.012932
2447928.208154,0.232553,0.094701,-0.259869,0.268559
2447928.212856,-1.562444,0.134920,0.298464,-1.837591
2447928.217558,-0.875095,0.175139,0.856796,-1.095297
2447928.221402,-0.840656,0.215358,1.415129,-0.353004
2447928.226102,-0.806217,0.255577,1.973461,-0.389085
2447928.230801,-0.463275,0.295796,1.030991,-0.425166
2447928.235501,-0.120333,0.336015,0.088521,-0.461248
2447928.240201,0.222609,0.376234,-0.853949,-0.497329
2447928.244900,0.565551,0.416453,-1.796420,-0.533410
2447928.249600,0.543506,0.456672,-1.374432,-0.569491
2447928.254299,0.521460,0.496891,-0.952443,-0.605573
2447928.258999,0.499415,0.505721,-0.982602,-0.641654
2447928.263699,0.477370,0.514550,-1.012761,-0.677735
2447928.268398,0.455324,0.523380,-1.042920,-0.713817
2447928.273098,0.433279,0.532210,-1.073079,-0.749898
2447928.277260,0.411234,0.541039,-1.103238,-0.785979
2447928.281958,0.439093,0.549869,-1.133397,-0.822061
2447928.286655,0.466953,0.558699,-1.163556,-0.858142
2447928.291353,0.494812,0.567528,-1.193715,-0.894223
2447928.296051,0.522672,0.576358,-1.223874,-0.930304
2447928.300749,0.550531,0.585188,-1.254033,-0.966386
2447928.305446,0.578391,0.594017,-1.284192,-1.002467
2447928.310144,0.606250,0.602847,-1.314351,-1.038548
2447928.314842,0.634110,0.611676,-1.344510,-1.074630
2447928.319540,0.661969,0.620506,-1.374669,-1.110711
2447928.324238,0.689829,0.629336,-1.404828,-1.146792
2447928.328935,0.717688,0.638165,-1.434987,-0.479635
2447928.333370,0.745547,0.646995,-1.465146,0.187522
2447928.338067,0.773407,0.655825,-1.495305,0.854679
2447928.342763,0.801266,0.664654,-1.525463,0.935309
2447928.347460,0.829126,0.673484,-1.555622,1.015938
2447928.352157,0.856985,0.682314,-1.585781,0.594261
2447928.356854,0.884845,0.691143,-1.615940,0.172584
2447928.361550,0.912704,0.699973,-1.646099,-0.249093
2447928.366247,0.940564,0.708803,-1.676258,-0.524005
2447928.370855,0.968423,0.717632,-1.706417,-0.798918
2447928.375551,0.996283,0.726462,-1.736576,-1.073831
2447928.380247,1.024142,0.735292,-1.766735,-1.348743
2447928.384943,1.052002,0.744121,-1.796894,-1.623656
2447928.389792,1.079861,0.752951,-1.765462,-1.654681
2447928.394487,1.107720,0.761780,-1.734030,-1.685707
2447928.399182,1.135580,0.770610,-1.702598,-1.182837
2447928.403878,1.163439,0.779440,-1.671167,-0.679967
2447928.408573,1.191299,0.788269,-1.639735,-0.177097
2447928.413269,1.340484,0.797099,-1.608303,0.325773
2447928.417964,1.489669,0.805929,-1.576871,0.828643
2447928.422659,1.638854,0.814758,-1.545439,0.866441
2447928.427355,1.788039,0.823588,-1.514007,0.904239
2447928.432050,1.937224,0.832418,-1.482575,0.942037
2447928.436745,1.854657,0.841247,-1.451144,0.979835
2447928.441441,1.772090,0.850077,-1.419712,1.017633
2447928.446231,1.689523,0.858907,-1.388280,1.055431
2447928.450926,1.606956,0.867736,-1.356848,1.093229
2447928.455621,1.524389,0.876566,-1.325416,1.131026
2447928.460316,1.441821,0.885396,-1.293984,1.168824
2447928.465700,1.359254,0.894225,-1.262552,1.206622
2447928.470395,1.276687,0.903055,-1.231121,1.244420
2447928.475090,1.194120,0.515195,-0.858565,1.282218
2447928.479785,1.111553,0.127334,-0.486010,1.320016
2447928.484480,1.028986,-0.260526,-0.113455,0.977549
2447928.489175,0.946419,-0.648386,0.259101,0.635083
2447928.493870,0.863851,-1.036246,0.631656,0.292616
2447928.498565,0.640391,-1.068446,0.346360,-0.049851
2447928.503260,0.416931,-1.100645,0.061063,-0.392318
2447928.507955,0.193470,-1.132844,-0.224233,-0.879229
2447928.512650,-0.029990,-1.165044,-0.509530,-1.366140
2447928.517345,-0.253450,-1.197243,-0.794826,-1.853051
2447928.522318,-0.476910,-1.229442,-1.080122,-1.747269
2447928.527013,-0.700371,-1.261642,-1.365419,-1.641487
2447928.531708,-0.923831,-1.293841,-1.650715,-1.535706
2447928.536403,-1.053509,-1.326041,-1.162403,-1.429924
2447928.542152,-1.183188,-1.358240,-0.674090,-1.324142
2447928.546848,-1.312866,-1.390439,-0.185778,-1.218361
2447928.551543,-1.442545,-1.422639,0.302534,-1.112579
2447928.556239,-1.333844,-1.454838,0.790847,-1.006797
2447928.560934,-1.225144,-1.487038,1.279159,-0.901016
2447928.565630,-1.116443,-1.519237,1.767471,-0.795234
2447928.570325,-1.007743,-0.359812,1.088563,-0.689452
2447928.575021,-0.899043,0.799614,0.409654,-0.583670
2447928.579716,-0.790342,1.959039,-0.269255,-0.477889
2447928.584412,-0.681642,1.452187,-0.948163,-0.372107
2447928.589107,-0.572942,0.945336,-1.627072,-0.266325
2447928.593803,0.234116,0.438484,-1.051814,-0.160544
2447928.599732,1.041173,-0.068367,-0.476556,-0.054762
2447928.604428,1.848230,-0.575219,0.098702,0.051020
2447928.609124,1.613030,-0.545758,0.438922,0.156801
2447928.613821,1.377831,-0.516297,0.779141,0.262583
2447928.618517,0.824427,-0.486836,1.119361,0.368365
2447928.623213,0.271023,-0.457376,1.459581,0.474146
2447928.627909,-0.282382,-0.427915,1.799800,0.579928
2447928.632605,-0.567277,-0.398454,1.738026,0.685710
2447928.637302,-0.852172,-0.368993,1.676252,0.791492
2447928.641998,-1.137068,-0.339532,1.614477,0.897273
2447928.646694,-1.421963,-0.310072,1.552703,1.003055
2447928.651390,-1.706858,-0.280611,1.490929,1.108837
2447928.657397,-1.623111,-0.251150,1.429155,1.214618
2447928.662095,-1.539364,-0.221689,1.367380,1.320400
2447928.666792,-1.455616,-0.192229,1.305606,0.269046
2447928.671489,-1.371869,-0.162768,1.243832,-0.782308
2447928.676186,-1.288122,-0.133307,1.182058,-1.833662
2447928.680883,-1.204374,-0.103846,1.120283,-1.018851
2447928.685580,-1.120627,-0.074385,1.058509,-0.204040
2447928.690277,-1.036880,-0.044925,0.996735,0.133363
2447928.694974,-0.953132,-0.015464,0.934961,0.470767
2447928.699672,-0.869385,0.013997,0.873186,0.808171
