timestamp,attention_score,engagement_index,theta_alpha_ratio,level
2451507.691812,0.064421,0.105940,3.111018,0.000000
2451508.918598,0.062904,0.098174,3.078205,0.000000
2451510.119648,0.066381,0.114946,2.803671,0.000000
2451511.279973,0.067694,0.121700,2.773085,0.000000
2451512.433952,0.073353,0.152712,0.759973,0.000000
2451513.620811,0.075808,0.165369,0.890544,0.000000
2451514.840715,0.095310,0.233020,0.878274,0.000000
2451516.090589,0.093025,0.222407,1.333469,0.000000
2451517.384606,0.091168,0.212672,1.356277,0.000000
2451518.663176,0.089610,0.205301,1.428687,0.000000
2451519.893916,0.085803,0.184672,1.890194,0.000000
2451521.069267,0.069784,0.133823,1.967992,0.000000
2451522.177924,0.070643,0.137978,1.610423,0.000000
2451523.323560,0.070183,0.135362,1.792863,0.000000
2451524.544142,0.071138,0.139966,2.060411,0.000000
2451525.800731,0.075706,0.164137,1.446578,0.000000
2451527.061568,0.072997,0.151390,1.572603,0.000000
2451528.254176,0.071981,0.146447,1.991831,0.000000
2451529.418483,0.074859,0.161517,2.504931,0.000000
2451530.608370,0.072578,0.150045,2.362181,0.000000
2451531.817990,0.073407,0.153726,2.407234,0.000000
2451533.059075,0.070769,0.138905,2.346207,0.000000
2451534.305835,0.073535,0.151700,2.083111,0.000000
2451535.556866,0.071740,0.142653,1.540066,0.000000
2451536.823193,0.074716,0.157308,1.393502,0.000000
2451538.119280,0.073228,0.150572,1.380417,0.000000
2451539.457101,0.083468,0.197033,1.313852,0.000000
2451540.786314,0.080855,0.185002,1.222077,0.000000
2451541.855412,0.081439,0.188064,1.022811,0.000000
2451543.202234,0.077965,0.170656,0.953832,0.000000
2451544.342831,0.076464,0.163219,0.935311,0.000000
2451545.575655,0.067810,0.126008,0.967551,0.000000
2451546.971087,0.065760,0.115074,0.804668,0.000000
2451548.178715,0.068445,0.127780,1.044323,0.000000
2451549.388081,0.072156,0.146245,1.460113,0.000000
2451550.507895,0.071729,0.143992,1.597662,0.000000
2451551.637185,0.076675,0.167299,1.622718,0.000000
2451552.810507,0.079527,0.182125,1.671734,0.000000
2451554.030595,0.078823,0.178983,1.382141,0.000000
2451555.303410,0.076565,0.168280,1.156156,0.000000
2451556.650642,0.074978,0.159268,2.190068,0.000000
2451558.031732,0.070275,0.137285,2.068559,0.000000
2451559.363211,0.068604,0.128951,2.172879,0.000000
2451560.618579,0.073614,0.149021,2.560969,0.000000
2451561.806294,0.080174,0.176859,2.615564,0.000000
2451562.987118,0.090267,0.221862,1.498689,0.000000
2451564.208598,0.104267,0.275191,1.495295,0.000000
2451565.470938,0.103534,0.271228,1.900528,0.000000
2451566.778331,0.095618,0.236681,1.837059,0.000000
2451568.078599,0.093930,0.230382,1.675135,0.000000
2451569.333518,0.085221,0.193286,1.579676,0.000000
2451570.536733,0.069883,0.132376,1.851191,0.000000
2451571.722431,0.075814,0.159824,1.264934,0.000000
2451572.958186,0.074156,0.150158,1.114068,0.000000
2451574.240979,0.070266,0.133459,1.153955,0.000000
2451575.499779,0.080049,0.174157,1.196339,0.000000
2451576.706702,0.085581,0.201617,1.060766,0.000000
2451577.903180,0.080185,0.177077,1.123355,0.000000
2451579.135462,0.083489,0.195269,1.087792,0.000000
2451580.425287,0.079404,0.172789,1.684851,0.000000
